Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
AMBIKCO,1595,3833750000,7.33347639,91.2664,Process Industries,666.34998,0.6538826,91.2664,1053598000,,Textiles,6230900000,620100000,522500000,8.38562647,0.65907829,8.43134333,10.65586818,,,694300000,6230900000,-23.07204199,-36.48970835,,25.82130992,1608900000,385800000,-3.46251648,6261800000,3620900000,5725000
VHL,1053,3833200000,2.38961328,500.4157,Process Industries,1202.4,1.0162305,500.43,,,Textiles,138200000,,1597100000,1131.89227498,,7.72770006,7.74698336,,,,138200000,-8.53491556,-36.36580138,,,,,7.25180626,21297500000,,3191540
NBIFIN,326,3820340000,29.47476164,52.757,Finance,1505.75,0.24128385,52.76,129497000.00000001,,Financial Conglomerates,143816000,,129625000,90.66961382,,1.49429959,1.49521315,,,,143816000,-5.79052744,7.65353543,,94.3747683,135773000,94715000,-5.890625,16174983000,,2456810
CENTENKA,40298,3816210000,4.00080496,43.7162,Process Industries,175.89999,0.7766662,43.72,932100000,,Chemicals: Specialty,14234800000,-2421900000,955300000,6.71101807,3.73351779,7.65743921,9.65373674,9.48263882,,226300000,14234800000,-1.9782725,-16.39733918,,14.48632928,2062100000,572100000,-2.11464107,12638700000,7047000000,21850600
GNA,111206,3799380000,12.28823256,14.4203,Consumer Durables,171.25,0.9856657,24.56,888111000,,Automotive Aftermarket,9090158000,1622766000,527272000.00000006,3.81943178,,6.57851143,12.42924202,10.26425484,,1625294000,9090158000,-36.38558929,-28.69039886,,23.75411877,2346758000,98890999.99999993,-8.12767747,8208388000.000001,4954074000,21465400
SKIPPER,70526,3783390000,9.15650634,4.019,Producer Manufacturing,36.349998,1.77265,4.02,1391260000,,Miscellaneous Manufacturing,13905070000,4135550000,412550000,2.96690344,0.67533653,2.44845151,6.17619407,4.9625926,,4263970000.000001,13905070000,-29.07317463,-34.44545114,,27.97346579,3889730000,1131040000,-13.2458323,17128610000,10507610000,102670000
SUMMITSEC,666,3759490000,5.21685545,66.0647,Miscellaneous,346.04999,0.21981077,66.09,703443000,,Investment Trusts/Mutual Funds,738086000,,720481000,98.28726605,,4.46864378,4.70936088,,,,738086000,-24.78809335,-27.0244659,,97.78836116,727678000,344794000,4.37339781,24608701000,,10901800
LINCOLN,156881,3737000000,7.26939737,25.7174,Health Technology,185.35001,1.0723057,25.72,655360000,92256000,Pharmaceuticals: Other,3864905000,-441157000,514390999.99999994,13.30927927,3.05874881,13.61609249,17.66351513,17.5867865,,46821000,3864905000,-9.62944858,14.51961603,,35.60193588,1375982000,277819000,15.41095794,3893877000,2479968000,20000000
NRAIL,14744,3724630000,3.20861866,68.5965,Process Industries,217.3,1.1562843,68.6,2161633000,,Containers/Packaging,14049285000,1677151000,1167488000,8.3099739,0.79301,13.97985486,31.93642324,22.83181578,,1734313000,14049285000,4.82392668,12.01030928,,36.22973438,5090017000,1334367000,4.17065656,8653592000,2614971000,17019100
ALICON,4857,3702750000,22.13636446,12.4369,Producer Manufacturing,260.5,1.3127472,12.64,1059013999.9999998,,Auto Parts: OEM,9571932000,3276378000,170334000,1.77951517,0.92620499,1.91856587,5.46645413,4.02514041,,3368009000,9571932000,-29.62312386,-51.27653787,,29.51034028,2824709000,516986000,10.33459931,9014131000,4843334000,13775100
VADILALIND,37634,3692750000,8.89386401,57.5734,Consumer Non-Durables,563.25,1.0448514,57.57,-6771780000,,Food: Specialty/Candy,5992672000,1355946000,413835000,6.90568414,0.33293107,7.83174045,18.21441233,14.73748537,,1547599000,5992672000,-21.41063316,9.2204749,,-93.17496436,1975376000,162032000,6.35385598,5739698000,2339273000,7187830
DECCANCE,58761,3647550000,6.41718371,40.4383,Non-Energy Minerals,257.89999,0.70557916,40.44,782965000,,Construction Materials,5558482000,-284047000,566438000,10.19051604,1.36778806,8.49470796,13.22997332,11.94543345,,882406000,5558482000,-5.30568,-33.04777173,,47.47884404,2639103000,553021000,-7.8105487,7104872000,2571516000,14007500
THEMISMED,1985,3621450000,14.86630736,26.9872,Health Technology,390.45001,1.2750784,26.97,356567000,,Pharmaceuticals: Other,2015883000,831730000,247815000,12.29312415,0.81314022,7.46404981,14.52971684,13.67933668,,884678000,2015883000,22.93765671,116.9769436,,42.59086465,858582000,248494000,15.99821699,3499134000,1804913000,9187990
HMVL,22712,3609910000,3.05925786,16.0333,Consumer Services,49.25,0.94468415,15.79,995700000,,Publishing: Newspapers,7957800000,-2265100000,1163000000,14.81206881,1.72264359,6.41509537,8.11712571,7.7973883,,1172800000,7957800000,-30.58491602,-45.00279358,,44.98033351,3578600000,749100000,6.94897083,19213900000,6097800000,73671600
ASHAPURMIN,52770,3601220000,0.9289114,44.5683,Non-Energy Minerals,40.650002,0.8236267,44.57,-357098000,406940000,Construction Materials,3343234000,3826367000,3876825000,115.9614864,0.72828773,27.57805263,,146.52454135,,4304514000,3343234000,50.00000738,125.83334444,,32.75904924,1041579000,450063000,1.7521927,18200895000,7710077000,86986100
SANDESH,223,3597750000,5.88229487,80.8698,Consumer Services,490.29999,0.64321816,80.72,674840000,,Publishing: Newspapers,3432130000,-2040259000,610998000,17.83142723,8.74727858,7.43490181,8.053307,,,1000000,3432130000,-21.42628365,-24.71979157,,50.33817039,1726866000,461430000,-4.9622076,8418870000.000001,4564849000,7569420
AVADHSUGAR,17271,3554270000,3.14058813,56.6136,Process Industries,176.5,1.2650234,59.8818,3119128000,0,Agricultural Commodities/Milling,20930464000,16235168000,1198740000,4.88841499,,5.88506922,26.23300399,12.62684017,8627561.41797197,16347546000,20930464000,-36.40785215,-39.0328152,2426,21.62581248,3208817000,1086058000,-11.57315072,24332924000,14232181000,20018400
MEP,21371,3540510000,,-1.7574,Transportation,18.85,1.447051,3.0706,3167631000,261805000,Other Transportation,28149061000,18385781000,562759000,-1.53156069,,0.81160087,16.3170454,1.77640712,16214896.88940092,19966852000,28149061000,-50.97529386,-41.09375,1736,7.14735605,5363336000,-12677000.0000005,-12.12121622,54456747000,21623459000,183446000
APCL,8086,3537470000,8.76363015,15.958,Non-Energy Minerals,141.25,1.0547837,15.96,799800000,,Construction Materials,4089300000,-633000000,403500000,9.86721444,1.61965258,10.54598678,15.6525787,15.60204161,,20900000,4089300000,-1.60222919,-12.26708075,,40.04108283,1637400000,378400000,9.83669441,3920300000,1649000000,25285700
ORIENTHOT,14838,3527330000,,-0.4636,Consumer Services,19.950001,1.1250721,-0.4624,383900000,0,Hotels/Resorts/Cruise lines,2911406000,1672817000,-82590000,-2.84409027,1.09438174,-0.95860624,-1.5529181,-1.30422826,4049243.39360223,2283113000,2911406000,-39.90963735,-47.43082879,719,50.3074228,619259000,365200000,-4.77326946,8712210000,1045701000,178599000
VIDHIING,46612,3523620000,10.39137856,6.7556,Process Industries,71.650002,0.94078106,6.76,504050000,,Industrial Specialties,2246158000,174654000,339214000,15.09703017,1.96494712,19.02360033,29.52296585,29.01313023,,323216000,2246158000,12.74587432,12.74587432,,35.99512412,808391000,227887000,13.19115819,1870025000,1410281000,49945000
ADORWELD,14242,3496850000,12.14232325,21.1574,Producer Manufacturing,260.20001,0.95216674,21.15,429700000,,Miscellaneous Manufacturing,5265400000,716000000,287700000,5.46397235,1.36258536,6.56122786,10.8816521,,,819100000,5265400000,-11.72179474,-21.43719742,,20.30045201,1069400000.0000002,280900000,3.0699188,4454300000,2896800000,13598467
MANALIPETC,320041,3491580000,6.50055902,3.1305,Process Industries,20.15,2.0470412,3.13,691888000,879545000,Chemicals: Specialty,8030531000,-751719000,537652000,6.69516125,1.75430797,8.1838852,11.48564497,,,256457000,8030531000,4.9479112,-11.23348409,,14.90410784,1093625000,292393000,1.0025012,6603228000,3104314000,171999229
GVKPIL,24715024,3490060000,,,Industrial Services,2.15,1.3030871,-2.3017,,11223700000,Engineering & Construction,40981700000,103460900000,-3634900000,,,,,,17350423.37002541,107856700000,40981700000,-46.25,-62.60869565,2362,,11799800000,4624100000,-33.84615385,211886900000,31779000000,1579210400
ZOTA,3639,3471600000,126.4877047,1.1175,Health Technology,141.45,0.449294,1.12,45154730,,Pharmaceuticals: Major,951127000,,27415000,2.88236626,1.80270375,3.07885972,3.98027746,,,,951127000,-24.13515688,,,17.21580721,163745000,39049000,-0.17642908,884788000,588646000,24560300
PRICOLLTD,19483,3455340000,,,Producer Manufacturing,36.950001,1.3068973,-18.3402,,0,Auto Parts: OEM,13985949000,1298355000,-1738600000,,,,,,21853045.3125,1743032000,13985949000,-23.18086791,18.05112518,640,,1353794000,256149000,-7.39348584,15355201000,3946768000,94796700
THANGAMAYL,6877,3447730000,7.78706095,32.2458,Consumer Durables,253,0.62373847,22.0531,982109000,0,Other Consumer Specialties,14433512000,1545923000,302559000,2.63813287,,5.54334769,19.30406564,15.65565624,10605078.61866275,2125254000,14433512000,-27.68329491,-21.06084243,1361,7.4579481,935300000.000001,321561000,-2.16551036,7255576000,6349238000,13719582
NSIL,230,3441740000,,,Non-Energy Minerals,657.5,0.0749526,151.9525,,0,Steel,431580000,9920000,780453000,,,,,,107895000,14261000,431580000,-10.71428814,-33.42109193,4,,329145000,40732000,1.62287481,32371620000,,5136160
EVERESTIND,237304,3433730000,25.35678764,8.6466,Producer Manufacturing,226.25,1.3962978,8.65,422100000,,Building Products,12854100000,703900000,135300000,1.05180448,0.35186069,1.54546803,2.99434825,2.70484368,,738300000,12854100000,-9.82462773,-42.20207071,,31.55257855,4055800000,955500000,-0.59315024,8488200000.000001,4211899999.999999,15636300
DYNAMATECH,5509,3426280000,8.83167359,61.6078,Producer Manufacturing,546.65002,0.7633745,61.61,1898600000,971900000,Industrial Machinery,13212100000,6300700000,390600000,4.16739201,0.58909817,3.81342873,15.77944316,7.14767889,,7130400000,13212100000,-43.84405831,-59.54336738,,25.88536266,3420000000,833900000,-11.80930263,14907900000,6396500000,6341440
CEREBRAINT,90531,3405330000,508.12274368,0.0554,Electronic Technology,27.5,0.7028325,0.3649,446694000,0,Computer Processing Hardware,3852333000,-52294000,44009000,0.35499429,,-1.23701894,-2.04815939,-2.03674676,26567813.79310345,105194000,3852333000,15.78947368,12.47443303,145,30.57993749,643586000,151096000,-4.34782609,4997311000,4056107000,121186000
NCLIND,925187,3403770000,6.68743437,11.2674,Non-Energy Minerals,79.900002,0.92291695,11.26,1393978000,,Construction Materials,9378650000,2681414000,508422000,5.42102541,0.64182968,4.52318743,9.89043985,7.36745222,,2868830000,9378650000,-7.14700847,-35.74587696,,48.65590463,4563270000,1132625000,6.81818021,11531660000,3445673000,45232800
SREINFRA,1424009,3395830000,1.12148601,6.0188,Finance,7.05,1.1140537,9.6773,34689200000,76600000,Financial Conglomerates,64053600000,312703900000,4868500000,5.26419185,,0.79998622,8.31874635,0.86270328,,331537500000,64053600000,-10.75949367,-57.53012048,,51.65496943,53039600000,2262800000,2.17391304,396385400000,,503086000
DLINKINDIA,201802,3390710000,9.62943584,9.9227,Communications,93.050003,1.1035322,9.92,423556000,153496000,Specialty Telecommunications,7400787000,-318346000,352163000,4.75845339,1.75315689,9.76849535,15.70746435,15.49496251,,99241000,7400787000,-10.39961194,-2.25839713,,13.55284242,1003017000,211104000,7.5722578,3770324000,3310449000,35504850
MONTECARLO,31175,3388660000,5.41208186,30.2379,Consumer Non-Durables,161.8,0.984032,30.24,1260500000,,Apparel/Footwear,7256132000,14350999.9999999,626901000,8.63960303,1.53575287,7.38060689,12.185907,11.11075468,,1121377000,7256132000,-45.79564489,-45.15254237,,33.00008875,2394530000,228686000,2.27560051,9104375000,6133410000,20732100
CONTROLPR,5396,3379030000,12.75176522,16.1311,Electronic Technology,209.45,0.5187751,16.13,460285000,2235000,Electronic Equipment/Instruments,1949175000,,263384000,13.51258866,2.78138067,10.38013955,13.11487491,,,,1949175000,-11.49376343,-9.17172987,,32.87062475,640706000,135008000,7.99175045,2563585000,1540884000,16331700
63MOONS,13166,3359130000,,,Technology Services,72.199997,1.2877889,-7.6513,,0,Information Technology Services,2611305000,-13450397000,-352560000,,,,,,,0,2611305000,-29.07662377,-29.11144134,,,327150000,,-10.64357139,34816888000,18575613000,46078537
SUTLEJTEX,24231,3342110000,12.10796763,1.6931,Process Industries,20.25,0.872334,1.69,1721300000,71700000,Textiles,24166500000,7505900000,277000000,1.1462148,0.62996477,1.27694198,2.91434764,1.97238659,,7624900000,24166500000,-35.71428571,-30.53173242,,14.59706619,3527600000,676400000,-12.715521,21247700000,8702300000,163829000
TNPETRO,178656,3328940000,5.25044419,7.0375,Process Industries,36.900002,0.7931414,7.03,928300000,,Chemicals: Specialty,12249700000,-1752800000,632900000,5.1658408,1.97248483,9.71050974,13.9600404,,,366900000,12249700000,0.6821282,8.849557,,20.96051332,2567600000,401500000,3.07263416,6740900000,3578400000,89971474
RAMCOSYS,141626,3309920000,32.54651653,3.3214,Technology Services,108.95,0.9524563,3.32,965210000,,Information Technology Services,5689160000,476690000,101740000,1.78831321,,1.11753321,1.7194626,1.62452726,,1663610000,5689160000,-35.66578473,-47.98281213,,43.08948949,2451430000,563480000,-15.41149068,9780470000,4398950000,30604900
OPTOCIRCUI,74114,3291850000,,-45.4984,Health Technology,10.35,0.96503425,-45.5,219219000,725457000,Medical Specialties,1786497000,9842841000,-13678681000,-765.67101186,0.11397938,-85.30093441,-262.06768972,-217.29070016,,9873228000,1786497000,263.15789474,127.47252747,,29.03169109,518650999.99999994,53033000,-15.16393443,11062896000,1668740000,300626000
TDPOWERSYS,48647,3275850000,11.00372131,9.7449,Producer Manufacturing,108.45,0.9926491,9.76,332071000,,Electrical Products,5148934000,-905348000,299375000,5.8143103,1.21814446,3.96636601,7.12347653,,,676680000,5148934000,-21.4415067,-28.67477803,,11.79817026,607480000,211877000,5.29126214,7574276000,5359416000,30933400
BGRENERGY,103503,3268920000,,-0.3983,Industrial Services,44.150002,1.1747936,-0.4,1901000000,,Engineering & Construction,26919700000,17620700000,-28600000,-0.1062419,0.96508225,-0.04417214,-0.2376965,-0.23365631,,21433100000,26919700000,24.36620282,-9.43589333,,8.71406442,2345800000,-189300000,23.66946993,62451600000,45712300000,72161600
SANGHVIMOV,66835,3259590000,,-1.5342,Finance,73.849998,1.1211815,-1.53,1570632000,,Finance/Rental/Leasing,3228696000,2154584000,-66034000.00000001,-2.04522197,0.69636419,-0.54737663,-0.90481847,-0.66184626,,2188170000,3228696000,-11.07766968,-32.09195586,,5.1679068,163473000,4220000.00000003,13.61538154,10923585000,1060452000,43288000
GRAVITA,457415,3251690000,8.21526804,5.7454,Non-Energy Minerals,49.150002,0.9364703,4.82,974733000,,Other Metals/Minerals,13478003000,2416226000,331795000,2.93565004,0.56380843,6.6351094,18.6414362,15.81393397,,2619456000,13478003000,1.75984062,-12.77727818,,12.73774757,1716794000,539572000,19.15152,6139572000,4101118999.999999,69037900
BCG,412950,3238510000,0.74669668,9.2407,Technology Services,7.2,0.93544924,9.24,7888238000,,Information Technology Services,26923184000,-829779000,4401049000,16.34668902,,13.06988817,15.09737396,,,360205000,26923184000,9.92366412,97.26027397,,31.22451383,8406633000,2102328000,-31.10047847,32700029000,19040396000,476252000
SREEL,6372,3219840000,11.84565736,10.8563,Retail Trade,127.4,0.5503305,12.3558,409747000,12191000,Apparel/Footwear Retail,1676578802.88,-92210000,310810155.53,15.50441246,,8.84684619,9.82080833,9.82080833,55885960.096,6197000,1676578802.88,-28.24556463,-26.37965906,30,26.1777156,439627937.58,106527000,-4.88988429,3423055000,438025000,25155000
PRECAM,731043,3205770000,9.19761922,3.6803,Producer Manufacturing,33.900002,1.2022539,3.6803,1120804000,161894000,Auto Parts: OEM,7384003000,10295000.0000001,349575000,4.73617489,2.05915596,3.49234911,5.86857785,4.82216174,3553418.19056785,1877405000,7384003000,-22.42562649,-33.98246676,2078,32.99401125,709111000,404654000,11.14754754,10331301000,5403904000,94985800
DHANBANK,774123,3203130000,4.85081809,2.5975,Finance,13.2,1.0281446,2.6,,,Regional Banks,11004400000,-9518400000,657800000,5.97857201,,0.54679237,8.28567506,6.69297467,,1775000000,11004400000,-8.65051903,-26.25698324,,,,,-15.11254019,122650900000,11293400000,253012000
NAGAFERT,179941,3199650000,,,Process Industries,5.55,0.5422025,-8.2054,,0,Chemicals: Agricultural,19217553000,13098488000,-4907355000,,,,,,13766155.44412608,14244221000,19217553000,70.76923077,13.26530612,1396,,406055000,279734000,1.83486239,36979321000,12009634000,598065000
SHAKTIPUMP,21720,3196320000,,-7.6549,Producer Manufacturing,181.25,1.4847498,-7.66,122496000,,Industrial Machinery,3828226000,1459864000,-140764000,-3.67705564,0.92896654,-2.50470168,-5.06768962,-4.66882243,,1845027000,3828226000,-7.99492386,-50.63325482,,16.42194061,628670000,109692000,-0.98333789,5406165000,3697265000,18380200
DICIND,7826,3180970000,20.91312418,16.5016,Process Industries,359.35001,0.5130006,20.0967,224569000,0,Industrial Specialties,7873744000,200309000,184467000,1.97744428,,3.44553769,6.38624019,6.38624019,15378406.25,351365000,7873744000,9.50785341,12.87890646,512,17.26848505,942434999.999999,296333000,3.57400191,4688520000,3714294000,9178977
SHALPAINTS,57088,3152130000,,-7.04,Process Industries,59.150002,1.2902775,-7.03,-335200000,,Industrial Specialties,3438500000,1152400000,-381800000,-11.10658717,0.45226619,-6.59129947,-13.20716535,-12.40855274,,1198200000,3438500000,-28.82069383,-20.0135167,,15.13741457,520400000,104400000,-5.96184401,5360800000,1935900000,54300300
FCL,684018,3127530000,12.20309436,2.2945,Process Industries,29.9,1.6035604,2.0238,350708000,61385000,Industrial Specialties,1812383000,-193597000,225243000,12.57903953,,12.15608082,14.91021832,14.89748338,15759852.17391304,10000000,1812383000,11.15241636,-7.14286003,115,31.69019114,538451000,165976000,11.15241636,2031861000,1092480000,111300000
DATAMATICS,67048,3080100000,4.82260208,10.8344,Technology Services,54.849998,1.2180322,10.83,1235730000,2030810000,Packaged Software,12033240000,-1059000000,638640000,5.30729878,,6.76867801,9.57296115,9.49507955,,1183190000,12033240000,-24.70830541,-39.29164448,,31.10326063,3742730000,896360000,11.82466691,10203070000,6161060000,58949337
BRNL,29908,3059980000,,,Industrial Services,36.299999,0.5675499,-4.5572,,395540000,Engineering & Construction,4014075000,13929854000,-382577000,,,,,,3635937.5,14632137000,4014075000,-36.70444592,-56.07985708,1104,,2202354000,552920000,-4.22164358,31005678000,5128718000,83950000
HLVLTD,70952,3051870000,,,Consumer Services,4.75,0.879826,-1.8861,,0,Hotels/Resorts/Cruise lines,1543443000,251600000,-1189296000,,,,,,681431.78807947,574300000,1543443000,-13.63636364,-40.625,2265,,416873000,192100000,-14.41441441,41986100000,1090500000,630552000
VISHWARAJ,8947,3049550000,,,Process Industries,81.150002,0.30118126,-2.19,,0,Agricultural Commodities/Milling,3703381000,3240560000,-78805000,,0.24170641,-1.1326022,-3.63724226,-2.66503213,,3317559000,3703381000,-7.7316603,,,,446397000,195848000,3.44168911,6720246000,3762947000,37556000
HCL_INSYS,247493,3032020000,,-8.712,Technology Services,9.2,0.832679,-4.14,-2126199999.9999995,0,Information Technology Services,18151700000,3823800000,-2870900000,-15.0301186,0.56590302,-18.89093374,-930.30156426,-311.07036937,,4607400000,18151700000,30.4964539,-22.68907563,,6.67663672,692299999.999999,-40800000.00000031,17.94871795,10469500000,6279200000,329210000
BINDALAGRO,26596,3004670000,5.18250458,2.2383,Finance,11.5,1.0496709,1.8721,885413000,0,Real Estate Development,1102754000,-109436000,480780000,49.10413922,,2.51250382,2.56257635,2.56257635,12118175.82417582,0,1102754000,23.65591398,-8.73015873,91,89.91932384,1012280000,245176000,0,23938205000,,256809159.00000003
