Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
GAL,24684,432093000,,,Non-Energy Minerals,2.5,0.5137982,-1.2825,,0,Steel,1479030000,766014000,-202982000,,,,,,10415704.22535211,768918000,1479030000,28.20512821,-35.8974359,142,,-108754000,-19495000,-12.28070175,1841274000,1421370000,158276000
ANIKINDS,52867,430179000,,,Consumer Non-Durables,15.8,0.1082701,-5.4744,,873447000,Food: Meat/Fish/Dairy,6045382000,402020000,-151935000,,,,,,86362600,704088000,6045382000,107.89473684,59.5959596,70,,125679000,34423999.99999991,58.79396985,6915901000,4171832999.999999,27753500
GOLDENTOBC,10901,424372000,,,Consumer Non-Durables,24.299999,0.65795773,15.5014,,0,Tobacco,760677000,50386000,272638000,,,,,,4724701.86335404,103000000,760677000,-13.67673535,-22.97939851,161,,504546000,-32939000,-12.58992851,1857520000,306247000,17608802
LOKESHMACH,58207,420575000,10.97200731,2.1327,Producer Manufacturing,22.700001,1.4821292,3.7802,265040000.00000003,0,Industrial Machinery,1904407000,662957000,67654000,2.40077592,0.37802815,1.34774473,2.66063193,2.52366953,4566923.26139089,694394000,1904407000,-32.03592922,-48.29157183,417,11.04536812,328410000,34321000,-7.15746392,2831502000,1443763000,17896800
GARDENSILK,21756,417038000,,-34.2397,Process Industries,9.45,0.75465095,-21.3315,1239961000,0,Textiles,34612281000,5898200000,-897683000,-4.56297673,,-7.73735866,,-36.76264642,7570490.15748032,6867900000,34612281000,-19.57446809,-30.76923077,4572,17.58388265,2176008000,1108100000,-7.35294118,16951000000,7137600000,42082500
ALPA,28973,416604000,22.46049661,0.886,Health Technology,19.799999,1.7701974,0.89,33557000,,Pharmaceuticals: Other,859691000,-452735000,18534000,2.1558909,3.98871875,1.52958906,1.86599923,1.86034933,,1920000,859691000,17.1597574,11.54929014,,18.2798238,157151000,44101000,-17.67151841,1213512000,954628000,21040600
RAJSREESUG,5947,414065000,,-17.5217,Process Industries,15,-0.17489211,-17.52,87621000,,Agricultural Commodities/Milling,3274826000,2002485000,-493524000,-15.07023579,0.12209959,-6.52126559,-76.3139746,-20.57841935,,2055090000.0000005,3274826000,-20.63492063,-28.22966507,,10.78023687,353034000,293033000,-5.95611285,6796727000,1336998000,28167700
NEXTMEDIA,1463,412729000,,-3.1592,Consumer Services,4.5,0.05257306,-3.16,-11617000,,Publishing: Newspapers,562099000,928892000,-211038000,-37.54463182,,-14.99811847,-622.16391509,-36.76066237,,954444000,562099000,-51.35135135,-66.03773585,,17.21155882,96746000,8885999.99999999,-21.73913043,1336650000,281250000,66892900
IVP,306,407887000,,-8.3464,Process Industries,39.799999,0.07520812,-8.34,-800000,,Industrial Specialties,2287600000,989100000,-86200000,-3.76814128,0.65377856,-3.45034624,-11.24298944,,,992900000,2287600000,-29.55752389,-53.17647176,,12.66829865,289800000,81700000,-2.80830762,2202000000,1272000000,10326263
ARCHIES,18731,407725000,,-3.0012,Consumer Non-Durables,12.05,0.6828306,0.215,101948000,0,Consumer Sundries,1609653000,298582000,7261000,-6.79751218,,-2.25500426,-3.6094337,-3.6094337,1259509.38967136,314405000,1609653000,-34.33242507,-39.59900052,1278,29.75390029,573319000,78490000,10.0456621,1978801000,927820000,33780000
JIYAECO,44863,407493000,1.74391567,7.7921,Process Industries,12.85,0.867732,6.3365,348615000,0,Industrial Specialties,2132615848,184038000,182653516,11.41975324,,15.2440345,32.23024044,28.67563208,57638266.16216216,185079000,2132615848,-51.50943396,,37,23.88481657,354644153,115716000,18.98148148,2135100000,1743600000,30073300
SELMCL,179139,404243000,,,Process Industries,1.4,0.5989981,-11.2418,,0,Textiles,6067286000,56598784000,-3724945000,,,-10.5409891,,,1204782.76409849,56655989000,6067286000,64.70588235,33.33333333,5036,,-1704332000,,180,33304836000.000004,5323387000,331347000
SUPREMEINF,2050,400895000,,,Industrial Services,17,0.35523373,-553.8122,,,Engineering & Construction,6770001000,,-14232073000,,,,,,42312506.25,,6770001000,102.38095238,-4.76190476,160,,447864000,20213000,56.68202765,,,25698400
IMAGICAA,30331,400683000,,,Consumer Services,4.7,0.90482295,-39.4929,,0,Movies/Entertainment,2403788000,10639958000,-3477830000,,0.02909789,,,,3297377.22908093,10750701000,2403788000,6.81818182,-3.09278351,729,,294018000,99632000,4.44444444,12399893000,1560763000,88062100
BHARATGEAR,5994,397835000,,-20.49,Producer Manufacturing,42.849998,1.0777189,-20.38,202600000,,Auto Parts: OEM,4631200000,1212900000,-187700000,-4.05726378,0.69559326,-4.73388285,-22.3591058,-11.2571458,,1284900000,4631200000,-46.40400299,-53.42391522,,23.36543444,1082100000,277000000,-3.05430536,3741400000,2064800000.0000005,9306090
PRAENG,14143,395137000,,,Consumer Durables,5.65,0.0422492,-2.0486,,102178000,Homebuilding,488794000,1543525000,-143269000,,,,,,6517253.33333333,1584115000,488794000,-5.83333333,-16.91176471,75,,-630000.00000004,33295000,-9.6,12732474000,7691763000,69935791
GSS,28696,391241000,6.45810618,3.5769,Technology Services,22.549999,1.2263097,3.58,77836060,1179993725,Information Technology Services,1396622329,,60608759,4.33966719,,3.53282223,4.50231145,,,,1396622329,-12.08577388,-53.02083542,,14.44144512,201692448,40742161,-15.85820955,1731801970,542981096,16936843
AUSOMENT,182,381459000,2.24452484,12.8535,Finance,28.6,0.27495545,12.85,303363000,,Investment Banks/Brokers,11028520000,2498839000,175119000,1.58738072,,3.06287586,19.96226713,,,2517424000,11028520000,-19.54992741,-20.11172961,,2.90249918,271445000,32661000.0000001,-2.05479787,4002439000,,13623552
REMSONSIND,570,380510000,7.12389507,9.3418,Producer Manufacturing,64,-0.06933969,9.34,114206000,,Auto Parts: OEM,1591792000,279555000,53366000,3.35263653,0.53212785,6.47529283,22.96327692,17.24692902,,296954000,1591792000,-14.03626249,-33.71310408,,18.39756702,292850000,61173000,-10.92553684,846254000,598146000,5713357
SUNDARAM,133270,377532000,,-0.0545,Process Industries,1.45,0.5087975,-0.06,76594000,,Pulp & Paper,969873000,394446000,-26985000,-2.78221994,1.7047229,-1.72943354,-3.08111256,-2.72833296,,403233000,969873000,20.83333333,-12.12121212,,14.25867098,138292000,20844000,0,1581138000,936016000,271606000
DUCON,67007,372643000,,0.0749,Distribution Services,3.7,1.4106437,0.6051,139721000,0,Electronics Distributors,3942589000,1111633000,63341000,0.26826155,,0.71088424,2.58112175,1.6704362,69168228.07017544,1231760000,3942589000,-29.52380952,-50.66666667,57,5.01931148,265196000.00000003,36778000,-14.94252874,2888631000,2743261000,104675000
ORIENTALTL,11287,372123000,,-1.5816,Producer Manufacturing,12.55,0.94585,0.2832,20643000,0,Building Products,725894000,198653000,8075000,-8.31733491,,-1.14953489,-1.82515344,-1.65028713,21349823.52941176,211159000,725894000,24.87562189,3.29218107,34,10.15360329,45108000.0000001,18080000,-3.08880309,1202963000,686370000,28515200
MAANALU,10493,364397000,4.14925123,13.1349,Producer Manufacturing,54.25,1.338402,13.6374,155000000,0,Metal Fabrication,6519897146,596000000,92196943,1.4078478,,6.78705953,21.66535566,19.57559143,33607717.24742268,619500000,6519897146,-3.81206015,-31.41592747,194,5.91518034,246869429,88500000,1.59175649,1400100000,1114800000,6760610
BEDMUTHA,1604,363558000,,-29.023,Non-Energy Minerals,15.3,0.24154554,-29.03,-8197000,367000,Steel,3607968000,4475786000,-712089000,-19.73657187,0.35808958,-13.56009116,,-73.54145097,,4606645000,3607968000,-8.65671642,-9.19881306,,8.28092386,298773000,85899999.99999991,6.99300699,4785391000,1865291000,24531600
TARMAT,3894,363262000,,,Industrial Services,27.450001,0.34385848,0.5274,,1463000,Engineering & Construction,1316330000,882024000,5781000,,,0.25477617,1.46335722,0.46999713,15859397.59036145,973043000,1316330000,18.57451836,-11.30856183,83,,39712999.9999998,21148000,13.42975151,1938682000,1330763000,13330700
CTE,12413,363174000,7.49063712,2.4297,Technology Services,18.1,0.8967043,2.43,135922000,,Information Technology Services,1057087000,45447000,47658000,4.50813934,,4.51606621,7.07791147,6.72283143,,166174000,1057087000,-29.57198718,-39.86710963,,13.73537492,145195000,9141000,-3.46666667,1034804000.0000002,513078000,19631015
PKTEA,430,355871000,,-11.6882,Process Industries,115,0.9033845,-11.68,45618000,,Agricultural Commodities/Milling,393821000,217349000,-36174000,-9.18539133,1.25917238,-1.8003558,-2.15766962,-2.0119603,,240444000,393821000,-13.20754717,-11.74213354,,29.53981631,116334000,-6844000,22.6012754,1986979000,381922000,3095880
AROGRANITE,12353,354195000,,2.1931,Producer Manufacturing,22.950001,1.2575898,2.14,185225000,,Building Products,1777099000,1478486000,36062000,2.02931743,0.48756444,0.97727894,1.99402065,1.75256697,,1584667000,1777099000,-38.79999733,-46.87499891,,31.82786562,565610000,140784000,-6.32652653,3945466000,2105723000,15300000
SURANASOL,9083,353795000,58.2847627,0.1201,Producer Manufacturing,7,0.5362601,0.12,55488000,,Electrical Products,331690000,61623000,5905000,1.78148271,2.24585308,0.82350003,1.09854221,0.92851146,,65037000.00000001,331690000,17.64705882,-0.70921986,,13.53764057,44903000,14139000,-15.6626506,643634000,336194000,49206600
KRIDHANINF,157356,351631000,,-37.2307,Non-Energy Minerals,3.5,1.0228906,-29.8747,-81061000,0,Steel,7267458000,167700000,-2831494000,-211.26640315,,-48.88912436,-92.13140942,-82.7003057,20883500,171800000,7267458000,25,-72.76264591,348,-9.13882765,589819999.999999,-1300000,-17.64705882,2106199999.9999995,854100000,94779200
HISARMETAL,7465,350555000,8.77544243,7.2418,Non-Energy Minerals,62.849998,0.6883666,7.24,122400000,,Steel,1778400000,589900000,39100000,2.19860549,0.71443048,3.6404674,15.17480091,8.65107854,,621600000,1778400000,-11.35402507,19.7142819,,20.50719748,364700000,86800000,-18.95551829,1002900000,769400000,5397300
TEXMOPIPES,25620,348740000,,,Producer Manufacturing,13.8,0.99018234,1.1875,,0,Miscellaneous Manufacturing,3098625000,339334000,29733000,,,,,,5305864.7260274,427333000,3098625000,-3.83275261,-22.47190576,584,,331740000,132997000.00000001,5.34351145,3274581000,1329512000,26320000
EDUCOMP,105693,344133000,,,Commercial Services,2.85,0.4624155,,,10243300000,Miscellaneous Commercial Services,,34997210000,,,,-8.12865525,-135.98118429,-16.21466,,35953590000,,171.42857143,103.57142857,,,,,-21.91780822,35641190000,8993010000,122467168
MCDHOLDING,20549,343510000,,-4.8929,Consumer Non-Durables,24.75,0.6924884,-4.89,36065410,0,Beverages: Alcoholic,80805485,127258515,-68409349,-39.20300205,,-2.19438053,-2.35179978,-2.29802099,,136338577,80805485,42.65129683,39.43661972,,89.03235538,18883369,12334144,-4.25531915,5864322699,,13992258
CINEVISTA,9893,336003000,,,Consumer Services,5.55,0.54349273,-0.2287,,0,Movies/Entertainment,408588000,-2730000,-13135000,,,,,,,0,408588000,-30.625,12.12121212,,,72429000,14797000,-15.26717557,2181513000,713698000,57436475
TERASOFT,15205,335318000,5.1153347,5.2196,Technology Services,26.299999,1.1223413,5.21,169302000,,Information Technology Services,2689737000,136171000,65248000.00000001,2.42689245,1.34072783,2.49845944,6.17878991,6.10534448,,294776000,2689737000,10.50420212,-11.59664202,,11.51745004,309836000,108402000,4.57256064,3145386000,2754660000,12511875
SUMIT,14733,333398000,11.75075464,0.9276,Finance,10.6,0.25770056,2.1,146052000,,Real Estate Development,487109000,477433000,28333000,5.81676791,0.78567162,1.84307007,3.6391626,2.44368981,,503212000,487109000,-46.46464376,,,32.96921223,160596000,18479000,-7.82608696,1882045000,1523250000,30587000
KOHINOOR,6368,333385000,,,Process Industries,9.6,0.5698234,-115.4983,,0,Agricultural Commodities/Milling,6006853000,7299800000,-4173990000,,,,,,,7349300000,6006853000,3.78378378,-41.10429087,,,-1228463000,99000000,-7.69230769,4430600000,2435200000,35241530
ENERGYDEV,9634,332500000,,,Utilities,6.85,1.1206937,-1.1733,,0,Electric Utilities,349436000,1527776000,-55731000,,,,,,8735900,1621697000,349436000,13.2231405,15.12605042,40,,123573000,52352000,-0.72463768,3490000000,1107239000,47500000
PATINTLOG,23109,332372000,3.07805959,6.4976,Transportation,21.200001,1.0379341,6.5,80938000,,Other Transportation,3474093000,377807000,107406000,3.09162708,,4.96786522,8.69305612,7.44821259,,582260000,3474093000,6.000005,-40.94707571,,4.76055189,165386000,88483000.0000001,-1.16550111,2053853000,1446739000,16535900
CENTEXT,80710,331200000,22.46575342,0.1825,Producer Manufacturing,4.3,1.6656673,0.5038,150600000,0,Metal Fabrication,2551300000,357700000,40300000,0.61008733,,1.73380448,3.85421031,3.39389468,7661561.56156156,375700000,2551300000,65.38461538,19.44444444,333,16.65204129,217300000,105600000,-18.0952381,1089200000,663000000,80000000
DCM,31007,330595000,,-15.6923,Process Industries,18.1,1.2526156,-15.69,-259399999.99999997,,Textiles,1860900000,171900000,-293100000,-15.75044333,0.21071898,-8.45558496,-33.55595206,-24.87552689,,234100000,1860900000,-7.65306122,-34.89208399,,20.68354022,384800000,-400000,0.27701387,1222100000,359600000,18677700
SALONA,983,328374000,26.20224674,2.225,Process Industries,58.150002,0.95377105,2.23,85441000,,Textiles,1218467000,374087000,11735000,0.96309543,0.47505319,1.35498842,3.70126589,2.9860903,,379757000,1218467000,-10.53845846,-36.2390308,,22.57656547,275088000,74024000,-0.51325748,833112000,570282000,5262400
MANAKCOAT,2053,327670000,10.84394154,0.4242,Producer Manufacturing,4.6,-0.32977992,0.43,258499000.00000003,,Metal Fabrication,2469265000,1211161000,27946000,1.13175378,0.39835779,0.75986511,3.06327024,1.79114733,,1310014000,2469265000,0,15,,21.98852695,542954000,138014000,2.22222222,3814325000,1912189000,65534000.00000001
PEARLPOLY,43700,324914000,,-4.7057,Process Industries,19.75,0.71791476,-2.8895,-5287000,0,Containers/Packaging,1786706000,244863000,-48644000,-5.19891062,,-5.19656865,-14.79033443,-13.1773075,3926826.37362637,268646000,1786706000,28.66449511,53.10077519,455,23.17581047,109262000,79679000,14.49275362,1135115000,612707000,16834932
GTL,27840,319312000,,-1.9133,Technology Services,1.8,0.8012196,-1.91,-2189330000,,Information Technology Services,2154022000,868375000,-300345000,-107.01668785,,-80.20718783,,,,1743300000,2154022000,9.09090909,-40.98360656,,30.94448432,666551000,218392000,71.42857143,2646721000,1340794000,157296781
SPMLINFRA,19019,310794000,,,Industrial Services,8.2,0.6184013,10.8412,,0,Engineering & Construction,19873348000,12123466000,397334000,,,,,,28718710.98265896,13609722000,19873348000,-31.38075314,-48.58934169,692,,2170912000,159993000,-5.74712644,34731882000,20831562000,36650276
INDBANK,32961,310647000,15.01374498,0.4729,Finance,7.1,0.91110873,0.47,51512000,,Financial Conglomerates,172383000,-353192000,20890000,12.11894444,,2.88326019,3.52767546,,,27000,172383000,0.70921986,-7.79220779,,89.45197612,150441000,78771000,-1.38888889,741480000,,44378200
ARSSINFRA,10787,309237000,,,Industrial Services,13.7,1.2013544,-5.194,,0,Engineering & Construction,4591000000,16391300000,-118100000,,,,,,,17500500000,4591000000,-37.15596042,-61.94444444,,,591900000,-140000000,-7.43243243,18824700000,3576400000,22738000
BVCL,1802,308689000,5.11023507,2.7396,Non-Energy Minerals,13.3,0.2008274,2.74,170778000,,Construction Materials,1620083000,967949000,60774000,3.75128929,0.49561553,2.21097868,5.4083373,3.51452139,,998069000,1620083000,6.4,-11.33333333,,65.91569691,1067888999.9999998,264702000,0.75757576,2780651000,589067000,22160000
INDOWIND,29254,306018000,,-1.2262,Utilities,3.55,0.9565709,-1.3661,32959000.00000001,0,Alternative Power Generation,219704000,834433198,-122598000,-48.5579384,,-1.13243984,-1.71047704,-1.17844933,,870289858,219704000,20.33898305,-8.97435897,,30.26696673,29808000,-11869000,10.9375,3000759317,169969673,89741486
SURYALAXMI,1982,302602000,,-19.0584,Process Industries,17.1,1.3414481,-19.0584,285051000,,Textiles,5388682000,2821670000,-317746000,-3.17336524,0.65646394,-2.38333732,-7.159813,-4.8777751,,2956233000,5388682000,-5.26315265,-30.62880325,,23.4935045,1253656000,348324000,-10.23621576,7263397000,3815914000,16672290
KSK,76356,301030000,,,Utilities,0.7,0.5360166,-8.9991,,0,Electric Utilities,2073510000.0000005,13574350000,-3815510000,,,,,,691170000.0000001,13938540000,2073510000.0000005,27.27272727,-6.66666667,3,,505190000,3870000,27.27272727,5760090000,2958670000,423986000
JYOTISTRUC,214259,297915000,,,Utilities,2.4,0.51567245,-162.91,,1100000,Electric Utilities,1824600000,34921100000,-17850300000,,,-98.16470571,,,,35280700000,1824600000,11.62790698,-18.6440678,,,-1061200000,,54.83870968,27902500000,26945600000,109527710
PALASHSECU,1501,295091000,,,Finance,26.25,0.44297856,5.6044,,0,Financial Conglomerates,451772000,-72585000,57408000,,,,,,,68958000,451772000,-9.48275862,-35.74051093,,,108672000,5428000,5.84677846,2408917000,434893000,10003100
BLBLIMITED,13506,293931000,,-1.526,Finance,5.25,0.75220615,-1.52,-20500000,,Investment Banks/Brokers,1996800000,41400000,-80400000,-4.02644231,,-7.98077863,-9.89255382,,,157000000,1996800000,29.62962963,34.61538462,,1.16185897,23199999.9999999,5399999.99999986,-2.77777778,1023800000,,52865300
XPROINDIA,1984,291488000,71.11501024,0.3417,Process Industries,23.950001,0.8150711,0.34,296741000,,Industrial Specialties,3548393000,1382039000,3983000,0.11247345,0.58832618,0.12571924,0.48857438,0.20412781,,1489457000,3548393000,15.70048233,-30.57970725,,17.29264487,613611000,175663000,26.05263684,3163538000,1122963000,11659500
MERCATOR,1237010,287336000,,-31.384,Transportation,1,0.50047106,-30.62,-654700000,,Marine Shipping,6386100000,5513400000,-9260900000,-148.65377382,0.15074995,-54.42423164,,,,6695400000,6386100000,42.85714286,-41.17647059,,-0.49523571,-45799999.9999995,-409600000,-13.04347826,12935500000,3423600000,302459000
ASAL,5012,287146000,,-10.7271,Producer Manufacturing,19,0.9741569,-10.72,-95435000,,Auto Parts: OEM,3624030000,1447677000,-170137000,-4.69469072,0.20869797,-7.71025009,,,,1453071000,3624030000,-38.70967742,-57.44681042,,10.34916929,375057000,69891999.9999999,-1.55439904,1853143000,756976000,15864400
SIMBHALS,6511,286889000,,,Process Industries,6.7,0.5585396,-9.6649,,131100000,Agricultural Commodities/Milling,10663993000,7100000.00000002,-379786000,,,,,,,494500000,10663993000,6.34920635,3.87596899,,,798759000.0000011,340600000,-18.78787879,20820100000,4860100000,41279000
MEGASOFT,44995,286409000,12.37054085,0.5214,Technology Services,6.65,0.6193487,0.0755,35779000,0,Information Technology Services,618737000,378886000,3342000,3.85033072,,0.45021903,1.00392534,1.00392534,,397264000,618737000,-16.35220126,-2.91970803,,37.20295935,139912000,63527000,6.4,3259645000,819508000,44267300
SHREERAMA,9533,283369000,2.70072582,1.7773,Process Industries,4.7,0.6605156,-0.4768,169649000,0,Containers/Packaging,1168035000,731561000,-30261000,8.43299906,,10.88797301,121.16129408,15.80650308,3253579.38718663,752912000,1168035000,-6,-14.54545455,359,23.45133736,86264000.00000009,72367000,-7.84313725,1342660000,527962000,58912500
VARDMNPOLY,4251,282872000,0.27253623,45.682,Process Industries,11.85,-0.35590243,45.68,-2868000,,Textiles,5608650000,4889955000,1018290000,18.15567026,0.04530111,31.16013031,,,,4891379000,5608650000,347.16981132,224.65753425,,6.08995034,151192000,93460000,115.45454545,3090927000,476895000,22290957
ALMONDZ,1309,280075000,3.31669912,3.3533,Finance,10.9,-0.02747939,3.7322,80400000,2900000,Investment Banks/Brokers,775418568,-46200000,96608872,12.6659857,,4.02588799,5.63742106,5.04212407,5274956.24489796,138100000,775418568,-3.11111111,-35.11904376,147,81.29286444,710209246,123800000,-7.23404255,1909000000,,25884967
ATLASCYCLE,15030,278850000,,,Consumer Durables,44.849998,0.5002051,-70.4874,,0,Recreational Products,5358199811,2806000,-458438906,,,,,,13668877.06887755,48867000,5358199811,-8.74873616,22.20707569,392,,159864888,-36947000,14.12213522,2200965000,1053421000,6500000
DIAPOWER,4508,275105000,,,Producer Manufacturing,0.75,0.5169201,,,0,Electrical Products,,15640352000,,,,-21.91662226,-137.81464756,-41.9629238,,15959629000,,15.38461538,-21.05263158,,,,,0,23275474000,9752576000,269711000
PRECOT,6700,274200000,,-13.77,Process Industries,22.6,0.51395726,-13.78,467500000,,Textiles,7261200000,2880900000,-165300000,-2.27648323,0.42172594,-2.17680087,-5.11908215,-3.62209557,,2960800000,7261200000,-7.75510204,-31.82504182,,26.25874511,1916300000,541100000,-5.83333333,7315500000,2397000000,12000000
AMDIND,7298,274085000,3.39445689,4.2864,Process Industries,14.25,0.9436576,0.1204,245253000,0,Containers/Packaging,1557206000,373541000,2307000,4.88484288,,3.15607661,5.14469859,4.43895904,6304477.73279352,381586000,1557206000,-8.06451613,-16.66666667,247,30.63127127,181214000,64444999.99999999,-5.62913907,1972587000,726049000,19166749
RMCL,48091,271115000,,-6.9406,Distribution Services,3.2,0.370324,-7.04,-612490000,,Food Distributors,349020000,,-617250000,-176.85232938,0.37166259,-38.68038627,,,,,349020000,-45.2991453,-42.85714286,,-165.97902699,-579300000,-357670000,-18.98734177,670380000,364270000,86342300
BANARBEADS,25329,271090000,11.68522138,3.5301,Consumer Durables,40.299999,0.569186,3.53,37876000,,Other Consumer Specialties,257805999.99999997,-101566000,23416000,9.08279869,7.42030608,4.78079394,5.03324276,,,0,257805999.99999997,37.5426634,-8.40909318,,37.20161672,95908000,23856000,-8.30489628,498219000,272244000,6636220
ONEPOINT,55091,270808000,,-7.6466,Commercial Services,11.3,0.71896285,-7.7,276705000,1433000,Miscellaneous Commercial Services,1250861000,902703000,-196476000,-15.64058676,,-13.78144562,-29.14483244,-18.19978636,,935544000,1250861000,-30.67484237,-60.07066997,,-0.74148926,-9273999.99999989,-91361000,-10.31746032,1701690000,377951000,25074800
IZMO,6627,269184000,2.3387495,8.5302,Retail Trade,20.9,0.8907832,8.53,201139000,,Specialty Stores,1012105000,8712000,111519000,11.01852081,0.90184763,4.02621899,5.49002198,5.32234061,,44920000,1012105000,-13.63636721,-52.00918374,,40.48878328,409789000,157655000,7.17948718,2865068000,631865000,13067200
DBSTOCKBRO,1225,269150000,,-0.3435,Finance,10,0.19153431,-0.7432,-10001000,0,Investment Banks/Brokers,18417254,-443361051,-26010566,-20.20640043,,,,,484664.57894737,7134490,18417254,3.62694301,31.57894737,38,87.62605889,10608033,22207000,25,614055728,,35000000
KEYFINSERV,34,266697000,,-7.5834,Finance,35.650002,-0.1966826,-7.59,-35813000,,Investment Banks/Brokers,64833000,-214677000,-42235000,-59.42063648,,-3.68654489,-5.53203265,-4.83010405,,217101000,64833000,41.46825629,,,69.60240862,42014000,-16284000,-9.74683038,1204533000,,7018339
BCP,52414,265188000,15.54144385,0.2992,Producer Manufacturing,4.6,0.7526868,0.3791,37249000,0,Electrical Products,4836900952,160108000,22292163,0.70561055,,1.6085875,6.8505112,6.8505112,109929567.0909091,163544000,4836900952,-70.79365079,,44,2.81827079,99039844.9999998,282000.00000001,-18.5840708,518628000.00000006,483754000,58800000
BIOFILCHEM,20548,264286000,21.1758844,0.8028,Health Technology,17.85,1.0216343,0.76,20001000,,Pharmaceuticals: Other,296902000,9360000,12072000,4.29436075,1.11274817,3.83010553,8.93705161,,,11920000,296902000,-13.34951456,233.64485981,,11.06934635,38507000,12725000,30.2919708,423648000,322722000,16273800
ARCOTECH,70086,257250000,,-8.4745,Producer Manufacturing,2.7,0.6422608,-8.7759,-766180000,0,Metal Fabrication,4521110000,3791666000,-921473000,-70.57008305,,-17.26541139,-75.04263827,-59.44284183,47590631.57894737,3812651000,4521110000,22.72727273,-3.57142857,95,-60.96189718,-691990000.0000011,-73070000,1.88679245,6563323000,4167148000,105000000
MAGNUM,16638,255317000,,-0.7686,Process Industries,5.7,0.64014155,-0.0172,145300000,0,Pulp & Paper,2778275017,2700400000,-644748.56,-1.1374818,2.15775936,-0.69260542,,-1.10857515,2222620.0136,2826700000,2778275017,46.15384615,-1.72413793,1250,13.70094856,211364659.39,88900000,60.56338028,2999900000,954000000,37601884
MANUGRAPH,8444,252749000,,-11.6127,Producer Manufacturing,9.2,0.5439616,-11.61,-297900000,,Industrial Machinery,1210200000,-144700000,-353100000,-28.61510494,0.84453496,-14.22706461,-20.24600296,,,91100000,1210200000,-34.28571429,-50.67024129,,-7.94909932,-96200000,-22500000,-3.66492147,2267600000,1119400000,30415061
BSL,2635,252674000,14.58384877,1.6148,Process Industries,23.75,0.705444,1.62,290600000,,Textiles,3900400000,1545300000,16600000,0.42558646,0.41670158,0.51256558,2.18709692,1.63301203,,1551700000,3900400000,-15.02683667,-17.8200692,,20.31534419,792400000,168200000,-7.04500615,3206500000,2289000000,10292200
COX_KINGS,1871060,250722000,,,Consumer Services,1.5,0.7509371,56.13,,15421400000,Other Consumer Services,57269000000,10863400000,9910000000,,,9.90463665,27.7890228,18.60621613,,29443200000,57269000000,3.44827586,-93.89002012,,,13377200000,,3.44827586,92734000000,69396000000,176565000
AARVEEDEN,1572,243982000,,,Process Industries,10.7,1.4993353,0.4641,,0,Textiles,7479029000,3935730000,10888000,,,,,,,4112939000.000001,7479029000,-23.57142857,-43.38624339,0,,698949000.000001,298913000,-6.55021834,9088944000,5346483000,23459800
LAMBODHARA,16036,243079000,3.86650117,7.1641,Process Industries,28.049999,1.3651941,7.16,197973000,,Textiles,1746626000,286098000,68605000,3.92785863,1.37466168,5.481178,11.53220967,7.52489973,,400401000,1746626000,-5.87248342,-23.98374667,,28.83897297,503710000,120876000,1.26353064,1280749000,436794000,8759600
DIGJAMLTD,228551,242767000,,-3.1846,Process Industries,2.45,0.54445904,-5.0618,-211100000,0,Textiles,92118000,876600000,-443622000,-792.89772727,,-16.33294843,-91.65862402,-50.82568807,143262.83048212,880200000,92118000,145,48.48484848,643,-563.06818182,-252461000,-35700000,-5.76923077,1952500000,257700000,87641600
BANG,3505,242724000,,,Retail Trade,17.35,0.1608121,0.066,,0,Apparel/Footwear Retail,1667082074,216838000,895258,,,,,,4592512.60055096,305652000,1667082074,3.27381567,-50.00000144,363,,59445371,37910000,7.09875882,1494950000,1222987000,13560000
SALSTEEL,16347,237907000,,-0.8568,Non-Energy Minerals,2.95,0.8679074,-2.5418,205100000,0,Steel,5682274000,1560600000,-215973000,-1.53350325,,-1.30076407,-24.16899658,-2.20815713,14458712.46819339,1566600000,5682274000,15.68627451,5.35714286,393,6.31516862,228645000,58100000.0000001,1.72413793,3052800000,1450600000,84966700
SUPERSPIN,11076,233750000,,-2.0525,Process Industries,4.05,0.7232765,-2.06,-100761000,,Textiles,1456063000,333507000,-113026000,-7.7623755,0.22336466,-4.25022737,-9.46515688,-9.39444969,,356766000,1456063000,10.95890411,-17.34693878,,0.27862825,4059000.0000001,15164000,-15.625,2310044000,369688000,55000000
SGL,8774,233073000,0.51438188,16.8163,Process Industries,8.5,0.05695353,16.0444,440526000,0,Textiles,1482278173,572581000,433054487,32.16091547,,57.07620189,,271.7373953,7969237.48924731,575272000,1482278173,42.85714286,-15.42288557,186,35.21802593,437033619,37925000,-2.85714286,944892000,705552000,27452680
