Ticker,Company name,Security Code,Group,Face Value,ISIN No,Industry, BSE Market Cap ,Categorization
TDPOWERSYS,T D POWER SYSTEMS LTD.,533553,B ,10,INE419M01019,Heavy Electrical Equipment,449.69,Small Cap
BHEL,BHARAT HEAVY ELECTRICALS LTD.,500103,A ,2,INE257A01026,Heavy Electrical Equipment,"18,516.37",Mid Cap
EQUITAS,EQUITAS HOLDINGS LIMITED,539844,A ,10,INE988K01017,Holding Companies,"3,598.10",Small Cap
BFINVEST,BF INVESTMENT LTD.,533303,B ,5,INE878K01010,Holding Companies,"1,091.22",Small Cap
MAXVIL,MAX VENTURES AND INDUSTRIES LI,539940,B ,10,INE154U01015,Holding Companies,622.41,Small Cap
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDIN,504973,A ,1,INE149A01033,Holding Companies,"8,882.60",Mid Cap
STEL,STEL HOLDINGS LIMITED,533316,B ,10,INE577L01016,Holding Companies,127.05,Small Cap
JMFINANCIL,JM FINANCIAL LTD.,523405,A ,1,INE780C01023,Holding Companies,"6,601.60",Small Cap
BAJAJFINSV,BAJAJ FINSERV LTD.,532978,A ,5,INE918I01018,Holding Companies,"1,29,358.25",Large Cap
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LT,500490,A ,10,INE118A01012,Holding Companies,"38,939.15",Large Cap
PILANIINVS,PILANI INVESTMENT AND INDUSTRI,539883,B ,10,INE417C01014,Holding Companies,"1,488.31",Small Cap
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,533315,XT,10,INE690J01011,Holding Companies,13.93,Small Cap
JSWHL,JSW HOLDINGS LIMITED,532642,B ,10,INE824G01012,Holding Companies,"2,902.85",Small Cap
L&TFH,L&T FINANCE HOLDINGS LTD.,533519,A ,10,INE498L01015,Holding Companies,"20,353.78",Mid Cap
TATAINVEST,TATA INVESTMENT CORPORATION LT,501301,A ,10,INE672A01018,Holding Companies,"4,124.39",Small Cap
KAMAHOLD,KAMA HOLDINGS LIMITED,532468,B ,10,INE411F01010,Holding Companies,"3,200.70",Small Cap
ABCAPITAL,ADITYA BIRLA CAPITAL LTD,540691,A ,10,INE674K01013,Holding Companies,"20,091.13",Mid Cap
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN,531692,XT,10,INE593B01030,Hotels,0.52,Small Cap
ARUNAHTEL,ARUNA HOTELS LTD.,500016,XT,10,INE957C01019,Hotels,5.52,Small Cap
AHLWEST,ASIAN HOTELS (WEST) LTD.,533221,B ,10,INE915K01010,Hotels,359.2,Small Cap
GRAVISSHO,GRAVISS HOSPITALITY LTD.,509546,X ,2,INE214F01026,Hotels,112.47,Small Cap
DHANADACO,DHANADA CORPORATION LTD.,531198,XT,1,INE041F01015,Hotels,5.57,Small Cap
AHLEAST,ASIAN HOTELS (EAST) LTD.,533227,B ,10,INE926K01017,Hotels,203.43,Small Cap
ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED,500023,B ,10,INE363A01022,Hotels,202.75,Small Cap
CCHHL,COUNTRY CLUB HOSPITALITY AND H,526550,T ,2,INE652F01027,Hotels,61.9,Small Cap
HOTELRUGBY,HOTEL RUGBY LTD.,526683,B ,10,INE275F01019,Hotels,1.69,Small Cap
HOWARHO,HOWARD HOTELS LTD.,526761,X ,10,INE931B01016,Hotels,7.96,Small Cap
ORIENTHOT,ORIENTAL HOTELS LTD.,500314,T ,1,INE750A01020,Hotels,646.44,Small Cap
STRGRENWO,STERLING GREEN WOODS LTD.,526500,X ,10,INE398F01019,Hotels,4.15,Small Cap
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,530065,XT,10,INE689J01013,Hotels,4.19,Small Cap
TAJGVK,TAJGVK HOTELS & RESORTS LTD.,532390,B ,2,INE586B01026,Hotels,"1,014.35",Small Cap
FOMEHOT,FOMENTO RESORTS & HOTELS LTD.,503831,X ,10,INE241E01014,Hotels,135.06,Small Cap
ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA,523269,B ,2,INE199C01026,Hotels,255.27,Small Cap
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.,523127,B ,10,INE276C01014,Hotels,943.45,Small Cap
EIHOTEL,EIH LTD.,500840,A ,2,INE230A01023,Hotels,"9,213.93",Mid Cap
SAVERA,SAVERA INDUSTRIES LTD.,512634,X ,10,INE104E01014,Hotels,54.95,Small Cap
SINCLAIR,SINCLAIRS HOTELS LTD.,523023,X ,2,INE985A01022,Hotels,176.57,Small Cap
TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,532845,T ,10,INE797H01018,Hotels,12.68,Small Cap
LEMONTREE,LEMON TREE HOTELS LIMITED,541233,A ,10,INE970X01018,Hotels,"4,667.07",Small Cap
MACH,MAC HOTELS LIMITED,541973,M ,10,INE004Z01011,Hotels,29.34,Small Cap
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,507836,X ,10,INE435D01014,Hotels,476.26,Small Cap
THEBYKE,THE BYKE HOSPITALITY LTD.,531373,B ,10,INE319B01014,Hotels,80.26,Small Cap
RASRESOR,RAS RESORTS & APART HOTELS LTD,507966,X ,10,INE651D01016,Hotels,16.3,Small Cap
PHOENIXTN,PHOENIX TOWNSHIP LTD,537839,X ,10,INE977M01024,Hotels,13.63,Small Cap
HOTLSILV,H.S.INDIA LTD.,532145,X ,10,INE731B01010,Hotels,11.09,Small Cap
BLUECOAST,BLUE COAST HOTELS LTD.,531495,B ,10,INE472B01011,Hotels,30.54,Small Cap
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,526668,B ,10,INE967C01018,Hotels,85.93,Small Cap
SAYAJIHOTL,SAYAJI HOTELS LTD.,523710,XT,10,INE318C01014,Hotels,431.64,Small Cap
INDHOTEL,INDIAN HOTELS CO.LTD.,500850,A ,1,INE053A01029,Hotels,"17,337.41",Mid Cap
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRI,526640,XT,10,INE008C01011,Hotels,18.9,Small Cap
CINDHO,CINDRELLA HOTELS LTD.,526373,X ,10,INE908C01012,Hotels,7.92,Small Cap
ROOPSHRI,ROOPSHRI RESORTS LIMITED,542599,M ,10,INE03WT01017,Hotels,10.42,Small Cap
VELHO,VELAN HOTELS LTD.,526755,XT,10,INE548D01014,Hotels,10.79,Small Cap
SBRANDS,SANGHVI BRANDS LIMITED,540782,M ,10,INE204Y01010,Hotels,17.09,Small Cap
WOODSVILA,WOODSVILLA LTD.,526959,XT,5,INE374J01020,Hotels,2.27,Small Cap
RELIABVEN,RELIABLE VENTURES INDIA LTD.,532124,X ,10,INE419H01019,Hotels,12.2,Small Cap
GUJHOTE,GUJARAT HOTELS LTD.,507960,X ,10,INE621C01011,Hotels,38.93,Small Cap
MHRIL,MAHINDRA HOLIDAYS & RESORTS IN,533088,A ,10,INE998I01010,Hotels,"2,938.95",Small Cap
JINDHOT,JINDAL HOTELS LTD.,507981,X ,10,INE726D01016,Hotels,23.07,Small Cap
CHLLTD,CHL LTD.,532992,X ,2,INE790D01020,Hotels,47.14,Small Cap
VICEROY,VICEROY HOTELS LTD.,523796,T ,10,INE048C01017,Hotels,6.12,Small Cap
BENARAS,BENARES HOTELS LTD.,509438,XT,10,INE664D01019,Hotels,178.43,Small Cap
ROHLTD,ROYAL ORCHID HOTELS LTD.,532699,B ,10,INE283H01019,Hotels,205.98,Small Cap
ITDC,INDIA TOURISM DEVELOPMENT CORP,532189,A ,10,INE353K01014,Hotels,"2,314.72",Small Cap
BESTEAST,BEST EASTERN HOTELS LTD.,508664,X ,1,INE553F01035,Hotels,15.15,Small Cap
CHALET,CHALET HOTELS LIMITED,542399,B ,10,INE427F01016,Hotels,"6,683.84",Small Cap
SINGER,SINGER INDIA LTD.,505729,X ,2,INE638A01035,Household Appliances,166.37,Small Cap
CROMPTON,CROMPTON GREAVES CONSUMER ELEC,539876,A ,2,INE299U01018,Household Appliances,"15,199.25",Mid Cap
BAJAJELEC,BAJAJ ELECTRICALS LTD.,500031,A ,2,INE193E01025,Household Appliances,"3,894.86",Small Cap
IFBIND,IFB INDUSTRIES LTD.,505726,A ,10,INE559A01017,Household Appliances,"2,745.12",Small Cap
BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANC,517421,B ,10,INE295F01017,Household Appliances,303.89,Small Cap
JAIPAN,JAIPAN INDUSTRIES LTD.,505840,X ,10,INE058D01030,Household Appliances,6.61,Small Cap
YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,531663,X ,1,INE139D01020,Household Products,3.64,Small Cap
PCCOSMA,PEE CEE COSMA SOPE LTD.,524136,X ,10,INE417E01010,Household Products,24.76,Small Cap
HIPOLIN,HIPOLIN LTD.,530853,X ,10,INE963A01011,Household Products,8.15,Small Cap
JYOTHYLAB,JYOTHY LABS LIMITED,532926,A ,1,INE668F01031,Household Products,"5,907.18",Small Cap
HAWKINCOOK,HAWKINS COOKERS LTD.,508486,B ,10,INE979B01015,Houseware,"1,730.86",Small Cap
VIAANINDUS,VIAAN INDUSTRIES LIMITED,537524,X ,1,INE324N01027,Houseware,43.53,Small Cap
GOTHIPL,GOTHI PLASCON (INDIA) LTD.,531111,P ,10,INE538G01018,Houseware,7.48,Small Cap
GORANIN,GORANI INDUSTRIES LTD.,531608,X ,10,INE792J01015,Houseware,5.88,Small Cap
MSRINDIA,MSR INDIA LTD.,508922,X ,5,INE331L01026,Houseware,52.61,Small Cap
TTKPRESTIG,TTK PRESTIGE LTD.,517506,A ,10,INE690A01010,Houseware,"8,226.59",Small Cap
INFLAME,INFLAME APPLIANCES LIMITED,541083,M ,10,INE464Z01017,Houseware,70.18,Small Cap
LAOPALA,LA OPALA RG LTD.,526947,A ,2,INE059D01020,Houseware,"1,846.22",Small Cap
RELHOME,RELIANCE HOME FINANCE LIMITED,540709,T ,10,INE217K01011,Housing Finance ,294.38,Small Cap
MANRAJH,MANRAJ HOUSING FINANCE LTD.,530537,Z ,10,INE948I01015,Housing Finance ,8.33,Small Cap
REPCOHOME,REPCO HOME FINANCE LTD.,535322,A ,10,INE612J01015,Housing Finance ,"1,965.13",Small Cap
LICHSGFIN,LIC HOUSING FINANCE LTD.,500253,A ,2,INE115A01026,Housing Finance ,"22,446.82",Mid Cap
MEHTAHG,MEHTA HOUSING FINANCE LTD.,511740,XT,10,INE239B01014,Housing Finance ,3.06,Small Cap
SRGHFL,SRG HOUSING FINANCE LTD.,534680,B ,10,INE559N01010,Housing Finance ,130.21,Small Cap
CANFINHOME,CAN FIN HOMES LTD.,511196,A ,2,INE477A01020,Housing Finance ,"5,205.15",Small Cap
DHFL,DEWAN HOUSING FINANCE CORPORAT,511072,A ,10,INE202B01012,Housing Finance ,"1,146.68",Small Cap
PNBHOUSING,PNB HOUSING FINANCE LIMITED,540173,A ,10,INE572E01012,Housing Finance ,"10,055.98",Mid Cap
CORALFINAC,CORAL INDIA FINANCE & HOUSING,531556,B ,2,INE558D01021,Housing Finance ,60.16,Small Cap
IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,535789,A ,2,INE148I01020,Housing Finance ,"16,625.21",Mid Cap
INDIAHOME,INDIA HOME LOAN LTD.,530979,X ,10,INE274E01015,Housing Finance ,79.06,Small Cap
INDBNK,IND BANK HOUSING LTD.,523465,B ,10,INE969D01012,Housing Finance ,27.57,Small Cap
ASHFL,AKME STAR HOUSING FINANCE LIMI,539017,B ,10,INE526R01010,Housing Finance ,72.76,Small Cap
GICHSGFIN,GIC HOUSING FINANCE LTD.,511676,A ,10,INE289B01019,Housing Finance ,983.72,Small Cap
AAVAS,AAVAS FINANCIERS LIMITED,541988,A ,10,INE216P01012,Housing Finance ,"12,590.01",Mid Cap
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION,511533,X ,10,INE135C01012,Housing Finance ,20.67,Small Cap
HUDCO,HOUSING &URBAN DEVELOPMENT COR,540530,A ,10,INE031A01017,Housing Finance ,"7,376.59",Small Cap
HDFC,HOUSING DEVELOPMENT FINANCE CO,500010,A ,2,INE001A01036,Housing Finance ,"3,77,046.89",Large Cap
ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,509650,XT,25,INE083O01019,Housing Finance ,0.08,Small Cap
BODHTREE,BODHTREE CONSULTING LIMITED,539122,X ,10,INE104F01011,IT Consulting & Software,74.88,Small Cap
EMPOWER,EMPOWER INDIA LTD.,504351,X ,1,INE507F01023,IT Consulting & Software,22.11,Small Cap
PERSISTENT,PERSISTENT SYSTEMS LTD.,533179,A ,10,INE262H01013,IT Consulting & Software,"4,639.31",Small Cap
BSOFT,BIRLASOFT LIMITED,532400,A ,2,INE836A01035,IT Consulting & Software,"1,917.02",Small Cap
AJEL,AJEL LTD.,530713,Z ,10,INE229B01015,IT Consulting & Software,5.57,Small Cap
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,533121,B ,10,INE201K01015,IT Consulting & Software,306.23,Small Cap
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,532666,T ,1,INE512B01022,IT Consulting & Software,42.13,Small Cap
MCLOUD,MAGELLANIC CLOUD LIMITED,538891,X ,10,INE613C01018,IT Consulting & Software,56.51,Small Cap
SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,504375,P ,10,INE459E01012,IT Consulting & Software,1.65,Small Cap
SOFCOM,SOFCOM SYSTEMS LIMITED,538923,XT,10,INE499Q01012,IT Consulting & Software,6.1,Small Cap
NETRIPPLES,NETRIPPLES SOFTWARE LIMITED,542117,X ,10,INE478B01018,IT Consulting & Software,7.41,Small Cap
SOUTHERNIN,SOUTHERN INFOSYS LIMITED,540174,XT,10,INE298B01010,IT Consulting & Software,3.26,Small Cap
RAMCOSYS,RAMCO SYSTEMS LTD.,532370,B ,10,INE246B01019,IT Consulting & Software,521.14,Small Cap
TERASOFT,TERA SOFTWARE LTD.,533982,B ,10,INE482B01010,IT Consulting & Software,34.08,Small Cap
JOINTECAED,JOINTECA EDUCATION SOLUTIONS L,534659,MT,10,INE131N01018,IT Consulting & Software,15.79,Small Cap
ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,504067,A ,2,INE520A01027,IT Consulting & Software,"4,657.89",Small Cap
LTI,LARSEN & TOUBRO INFOTECH LIMIT,540005,A ,1,INE214T01019,IT Consulting & Software,"28,096.90",Large Cap
63MOONS,63 MOONS TECHNOLOGIES LIMITED,526881,T ,2,INE111B01023,IT Consulting & Software,505.16,Small Cap
SPACEINCUBA,SPACE INCUBATRICS TECHNOLOGIES,541890,X ,10,INE797Z01010,IT Consulting & Software,1.35,Small Cap
TECHM,TECH MAHINDRA LTD.,532755,A ,5,INE669C01036,IT Consulting & Software,"69,128.25",Large Cap
3IINFOTECH,3I INFOTECH LTD.,532628,B ,10,INE748C01020,IT Consulting & Software,351.3,Small Cap
CEINSYSTECH,CEINSYS TECH LIMITED,538734,T ,10,INE016Q01014,IT Consulting & Software,89.56,Small Cap
SPARCSYS,SPARC SYSTEMS LTD.,531370,X ,10,INE960B01015,IT Consulting & Software,1.79,Small Cap
CESCVENTURE,CESC VENTURES LIMITED,542333,B ,10,INE425Y01011,IT Consulting & Software,949.9,Small Cap
SONATSOFTW,SONATA SOFTWARE LTD.,532221,A ,1,INE269A01021,IT Consulting & Software,"3,316.23",Small Cap
TRIGYN,TRIGYN TECHNOLOGIES LTD.,517562,B ,10,INE948A01012,IT Consulting & Software,151.72,Small Cap
MINFY,MAHAVEER INFOWAY LIMITED,539383,Z ,10,INE019D01016,IT Consulting & Software,1.63,Small Cap
SASKEN,SASKEN TECHNOLOGIES LIMITED,532663,B ,10,INE231F01020,IT Consulting & Software,999.5,Small Cap
MPHASIS,MPHASIS LTD.,526299,A ,10,INE356A01018,IT Consulting & Software,"17,307.09",Mid Cap
ADSL,ALLIED DIGITAL SERVICES LTD.,532875,B ,5,INE102I01027,IT Consulting & Software,72.06,Small Cap
AGCNET,AGC NETWORKS LIMITED,500463,B ,10,INE676A01019,IT Consulting & Software,343.1,Small Cap
ADROITINFO,ADROIT INFOTECH LIMITED,532172,B ,10,INE737B01033,IT Consulting & Software,16.88,Small Cap
HCLTECH,HCL TECHNOLOGIES LTD.,532281,A ,2,INE860A01027,IT Consulting & Software,"1,47,215.89",Large Cap
NINSYS,NINTEC SYSTEMS LIMITED,539843,M ,10,INE395U01014,IT Consulting & Software,10.1,Small Cap
GSS,GSS INFOTECH LTD.,532951,B ,10,INE871H01011,IT Consulting & Software,61.12,Small Cap
WIPRO,WIPRO LTD.,507685,A ,2,INE075A01022,IT Consulting & Software,"1,47,935.70",Large Cap
OONE,OBJECTONE INFORMATION SYSTEMS,535657,X ,10,INE860E01011,IT Consulting & Software,1.37,Small Cap
MINDTREE,MINDTREE LTD.,532819,A ,10,INE018I01017,IT Consulting & Software,"11,952.30",Mid Cap
NIITTECH,NIIT TECHNOLOGIES LTD.,532541,A ,10,INE591G01017,IT Consulting & Software,"8,855.76",Mid Cap
SENINFO,SENTHIL INFOTEK LTD,531980,XT,10,INE564B01015,IT Consulting & Software,3.52,Small Cap
ARISINT,ARIS INTERNATIONAL LTD.,531677,P ,10,INE588E01026,IT Consulting & Software,0.56,Small Cap
IZMO,IZMO LIMITED,532341,B ,10,INE848A01014,IT Consulting & Software,39.77,Small Cap
HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,532129,A ,2,INE093A01033,IT Consulting & Software,"10,669.57",Mid Cap
VAMA,VAMA INDUSTRIES LTD.,512175,XT,2,INE685D01022,IT Consulting & Software,51.64,Small Cap
GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,531439,B ,10,INE805A01014,IT Consulting & Software,18.67,Small Cap
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES L,540900,B ,10,INE619B01017,IT Consulting & Software,"1,717.65",Small Cap
DSSL,DYNACONS SYSTEMS & SOLUTIONS L,532365,B ,10,INE417B01040,IT Consulting & Software,24.08,Small Cap
OFSS,ORACLE FINANCIAL SERVICES SOFT,532466,A ,5,INE881D01027,IT Consulting & Software,"26,378.90",Large Cap
ACCELYA,ACCELYA SOLUTIONS INDIA LIMITE,532268,B ,10,INE793A01012,IT Consulting & Software,"1,312.67",Small Cap
INFY,INFOSYS LTD.,500209,A ,5,INE009A01021,IT Consulting & Software,"3,22,649.22",Large Cap
ASMTEC,ASM TECHNOLOGIES LTD.,526433,X ,10,INE867C01010,IT Consulting & Software,42.1,Small Cap
INSPIRISYS,INSPIRISYS SOLUTIONS LIMITED,532774,B ,10,INE020G01017,IT Consulting & Software,169.15,Small Cap
GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,540654,B ,10,INE632W01016,IT Consulting & Software,63.7,Small Cap
INTELSOFT,INTEGRA TELECOMMUNICATION & SO,536868,XT,10,INE256F01019,IT Consulting & Software,19.53,Small Cap
SAGARSOFT,SAGARSOFT (INDIA) LIMITED,540143,X ,10,INE184B01012,IT Consulting & Software,29.86,Small Cap
MJCO,MAJESCO LIMITED,539289,B ,5,INE898S01029,IT Consulting & Software,"1,247.95",Small Cap
HYPERSOFT,HYPERSOFT TECHNOLOGIES LIMITED,539724,X ,10,INE039D01014,IT Consulting & Software,2.42,Small Cap
ONWARDTEC,ONWARD TECHNOLOGIES LTD.,517536,B ,10,INE229A01017,IT Consulting & Software,103.99,Small Cap
CYIENT,CYIENT LIMITED,532175,A ,5,INE136B01020,IT Consulting & Software,"4,864.44",Small Cap
QUEST,QUEST SOFTECH (INDIA) LTD,535719,X ,10,INE989J01017,IT Consulting & Software,2.45,Small Cap
TCS,TATA CONSULTANCY SERVICES LTD.,532540,A ,1,INE467B01029,IT Consulting & Software,"8,02,794.79",Large Cap
KPITTECH,KPIT TECHNOLOGIES LTD,542651,A ,10,INE04I401011,IT Consulting & Software,"2,528.65",Small Cap
RSYSTEMINT,R SYSTEMS INTERNATIONAL LTD.,532735,B ,1,INE411H01032,IT Consulting & Software,562.43,Small Cap
STARCOM,STARCOM INFORMATION TECHNOLOGY,531616,XT,10,INE347I01010,IT Consulting & Software,48.28,Small Cap
CIGNITI,CIGNITI TECHNOLOGIES LTD.,534758,B ,10,INE675C01017,IT Consulting & Software,827.1,Small Cap
SMARTLINK,SMARTLINK HOLDINGS LIMITED,532419,B ,2,INE178C01020,IT Networking Equipment,176.28,Small Cap
NELCO,NELCO LTD.,504112,B ,10,INE045B01015,IT Networking Equipment,555.18,Small Cap
VCU,VCU DATA MANAGEMENT LTD,536672,T ,10,INE962O01014,IT Networking Equipment,18.48,Small Cap
DLINKINDIA,D-LINK (INDIA) LTD,533146,B ,2,INE250K01012,IT Networking Equipment,327.98,Small Cap
TATAELXSI,TATA ELXSI LTD.,500408,A ,10,INE670A01012,IT Software Products,"4,584.06",Small Cap
SSLFINANCE,ARCHANA SOFTWARE LTD.,530565,X ,10,INE149B01015,IT Software Products,1.28,Small Cap
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.,530175,X ,10,INE213B01019,IT Software Products,19.84,Small Cap
MINDTECK,MINDTECK (INDIA) LTD.,517344,B ,10,INE110B01017,IT Software Products,84.16,Small Cap
CONTCHM,CONTINENTAL CHEMICALS LTD.,506935,P ,10,INE423K01015,IT Software Products,1.58,Small Cap
SOFTSOL,SOFTSOL INDIA LTD.,532344,X ,10,INE002B01016,IT Software Products,41.19,Small Cap
PANINDIAC,PAN INDIA CORPORATION LTD.,511525,XT,10,INE376A01032,IT Software Products,2.36,Small Cap
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,531209,B ,10,INE096B01018,IT Software Products,899.01,Small Cap
VIRINCHI,VIRINCHI LIMITED,532372,X ,10,INE539B01017,IT Software Products,146.51,Small Cap
VIRTUALS,VIRTUALSOFT SYSTEMS LTD.,531126,X ,10,INE237C01016,IT Software Products,2.23,Small Cap
7TEC,SAVEN TECHNOLOGIES LTD.,532404,X ,1,INE856B01023,IT Software Products,16.4,Small Cap
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,532407,XT,2,INE935B01025,IT Software Products,196.23,Small Cap
COSYN,COSYN LIMITED,538922,X ,10,INE029B01019,IT Software Products,17.83,Small Cap
RAMINFO,RAMINFO LIMITED,530951,X ,10,INE357B01022,IT Software Products,23.26,Small Cap
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,509051,X ,1,INE300B01022,IT Software Products,19.07,Small Cap
INDOCITY,INDO-CITY INFOTECH LTD.,532100,X ,10,INE456B01014,IT Software Products,3.47,Small Cap
OMNIAX,OMNI AXS SOFTWARE LTD.,532340,X ,10,INE369B01019,IT Software Products,1.88,Small Cap
PROSEED,PROSEED INDIA LIMITED,590057,T ,1,INE217G01027,IT Software Products,3.03,Small Cap
IRIS,IRIS BUSINESS SERVICES LIMITED,540735,M ,10,INE864K01010,IT Software Products,40.03,Small Cap
PALRED,PALRED TECHNOLOGIES LIMITED,532521,T ,10,INE218G01033,IT Software Products,19.88,Small Cap
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,531268,XT,10,INE151B01011,IT Software Products,8.91,Small Cap
AXONVL,AXON VENTURES LIMITED,505506,X ,10,INE663D01011,IT Software Products,0.5,Small Cap
GENESYS,GENESYS INTERNATIONAL CORPORAT,506109,B ,5,INE727B01026,IT Software Products,242.42,Small Cap
AVANCE,AVANCE TECHNOLOGIES LTD.,512149,X ,10,INE758A01056,IT Software Products,3.77,Small Cap
INTENTECH,INTENSE TECHNOLOGIES LTD.,532326,B ,2,INE781A01025,IT Software Products,63.27,Small Cap
INTELLECT,INTELLECT DESIGN ARENA LIMITED,538835,A ,5,INE306R01017,IT Software Products,"2,589.62",Small Cap
AURIONPRO,AURIONPRO SOLUTIONS LTD.,532668,B ,10,INE132H01018,IT Software Products,203.62,Small Cap
ATISHAY,ATISHAY LIMITED,538713,B ,10,INE011R01013,IT Software Products,62.52,Small Cap
ATHENAGLO,ATHENA GLOBAL TECHNOLOGIES LIM,517429,X ,10,INE576B01019,IT Software Products,44.41,Small Cap
CLIOINFO,CLIO INFOTECH LTD.,530839,X ,10,INE011B01017,IT Software Products,2.34,Small Cap
MASTEK,MASTEK LTD.,523704,B ,5,INE759A01021,IT Software Products,887.32,Small Cap
RESPONSINF,RESPONSE INFORMATICS LTD,538273,X ,10,INE401B01010,IT Software Products,6.05,Small Cap
USGTECH,USG TECH SOLUTIONS LTD.,532402,X ,10,INE718B01017,IT Software Products,9.95,Small Cap
UMESLTD,USHA MARTIN EDUCATION & SOLUTI,532398,T ,1,INE240C01028,IT Software Products,3.18,Small Cap
TSPIRITUAL,T.SPIRITUAL WORLD LTD.,532444,X ,10,INE541C01037,IT Software Products,1.05,Small Cap
4THGEN,FOURTH GENERATION INFORMATION,532403,XT,10,INE739B01039,IT Software Products,1.08,Small Cap
MEGASOFT,MEGASOFT LTD.,532408,B ,10,INE933B01012,IT Software Products,29.54,Small Cap
FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES LTD.,532379,XT,10,INE683B01047,IT Software Products,7.23,Small Cap
MELSTAR,MELSTAR INFORMATION TECHNOLOGI,532307,Z ,10,INE817A01019,IT Software Products,2.41,Small Cap
SVAMSOF,SVAM SOFTWARE LTD.,523722,X ,10,INE119B01018,IT Software Products,0.53,Small Cap
ELNET,ELNET TECHNOLOGIES LTD.,517477,X ,10,INE033C01019,IT Software Products,40.34,Small Cap
BLUECLOUDS,BLUE CLOUD SOFTECH SOLUTIONS L,539607,XT,2,INE373T01039,IT Software Products,28.68,Small Cap
NEWMKTADV,NEW MARKETS ADVISORY LTD.,508867,XT,10,INE800K01014,IT Software Products,1.13,Small Cap
TELECANOR,TELECANOR GLOBAL LTD.,530595,X ,10,INE381G01013,IT Software Products,6.03,Small Cap
TANLA,TANLA SOLUTIONS LTD.,532790,B ,1,INE483C01032,IT Software Products,719.68,Small Cap
QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITE,539678,B ,10,INE306L01010,IT Software Products,831.69,Small Cap
NIHARINF,NIHAR INFO GLOBAL LTD.,531083,X ,10,INE876E01033,IT Software Products,6.52,Small Cap
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,531225,XT,1,INE547B01028,IT Software Products,30.48,Small Cap
CRESSAN,CRESSANDA SOLUTIONS LTD.,512379,X ,1,INE716D01033,IT Software Products,5.99,Small Cap
BCG,BRIGHTCOM GROUP LIMITED,532368,T ,2,INE425B01027,IT Software Products,182.66,Small Cap
ACESOFT,ACE SOFTWARE EXPORTS LTD.,531525,X ,10,INE849B01010,IT Software Products,8.6,Small Cap
ABMKNO,ABM KNOWLEDGEWARE LTD.,531161,X ,5,INE850B01026,IT Software Products,92.09,Small Cap
SAKSOFT,SAKSOFT LTD.,590051,B ,10,INE667G01015,IT Software Products,246.05,Small Cap
HINDBIO,HINDUSTAN BIO SCIENCES LTD.,532041,X ,10,INE597C01013,IT Software Products,1.86,Small Cap
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD,532528,B ,5,INE365B01017,IT Software Products,450.56,Small Cap
NETTLINX,NETTLINX LTD.,511658,X ,10,INE027D01019,IT Software Products,31.69,Small Cap
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.,532329,X ,10,INE310B01013,IT Software Products,24.17,Small Cap
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,509040,X ,10,INE040F01033,IT Software Products,3.49,Small Cap
KELLTONTEC,KELLTON TECH SOLUTIONS LTD.,519602,T ,5,INE164B01022,IT Software Products,175.66,Small Cap
ZENTEC,ZEN TECHNOLOGIES LTD.,533339,B ,1,INE251B01027,IT Software Products,465.32,Small Cap
CYBERMAT,CYBERMATE INFOTEK LTD.,532271,X ,2,INE215B01022,IT Software Products,16.21,Small Cap
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,532359,X ,2,INE309B01023,IT Software Products,0.78,Small Cap
