Ticker,Company name,Security Code,Group,Face Value,ISIN No,Industry, BSE Market Cap ,Categorization
PCS,PCS TECHNOLOGY LTD.,517119,XT,10,INE834B01012,Computer Hardware,11.16,Small Cap
TEXRAIL,TEXMACO RAIL & ENGINEERING LTD,533326,B ,1,INE621L01012,Construction & Engineering,"1,128.05",Small Cap
PATELENG,PATEL ENGINEERING LTD.,531120,B ,1,INE244B01030,Construction & Engineering,394.24,Small Cap
WELENT,WELSPUN ENTERPRISES LIMTED,532553,B ,10,INE625G01013,Construction & Engineering,"1,377.58",Small Cap
BCPL,BCPL RAILWAY INFRASTRUCTURE LI,542057,M ,10,INE00SW01015,Construction & Engineering,65.54,Small Cap
WELCORP,WELSPUN CORP LIMITED,532144,A ,5,INE191B01025,Construction & Engineering,"3,475.41",Small Cap
HGINFRA,H.G. INFRA ENGINEERING LIMITED,541019,B ,10,INE926X01010,Construction & Engineering,"1,455.58",Small Cap
MAINFRA,MARUTI INFRASTRUCTURE LTD.,531540,X ,10,INE392G01010,Construction & Engineering,26.95,Small Cap
OMMETALS,OM METALS INFRAPROJECTS LTD.,531092,B ,1,INE239D01028,Construction & Engineering,187.58,Small Cap
MHEL,MEWAR HI-TECH ENGINEERING LIMI,540150,M ,10,INE957U01011,Construction & Engineering,11.63,Small Cap
CANDC,C & C CONSTRUCTIONS LTD.,532813,Z ,10,INE874H01015,Construction & Engineering,10.93,Small Cap
ELECTCAST,ELECTROSTEEL CASTINGS LTD.,500128,B ,1,INE086A01029,Construction & Engineering,570.33,Small Cap
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVEL,532925,T ,10,INE234I01010,Construction & Engineering,1.64,Small Cap
ATLANTA,ATLANTA LTD.,532759,B ,2,INE285H01022,Construction & Engineering,61.08,Small Cap
JMCPROJECT,JMC PROJECTS (INDIA) LTD.,522263,B ,2,INE890A01024,Construction & Engineering,"1,881.79",Small Cap
INNOVATORS,INNOVATORS FACADE SYSTEMS LIMI,541353,M ,10,INE870Z01015,Construction & Engineering,65.91,Small Cap
KNRCON,KNR CONSTRUCTIONS LTD.,532942,A ,2,INE634I01029,Construction & Engineering,"3,390.41",Small Cap
TARMAT,TARMAT LTD.,532869,B ,10,INE924H01018,Construction & Engineering,28.65,Small Cap
ATVPR,ATV PROJECTS INDIA LTD.,500028,XT,10,INE447A01015,Construction & Engineering,19.91,Small Cap
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUC,532907,Z ,10,INE369I01014,Construction & Engineering,45.62,Small Cap
RAMKY,RAMKY INFRASTRUCTURE LTD.,533262,B ,10,INE874I01013,Construction & Engineering,332.15,Small Cap
JINDALSAW,JINDAL SAW LTD.,500378,A ,2,INE324A01024,Construction & Engineering,"2,471.66",Small Cap
KCLINFRA,KCL INFRA PROJECTS LIMITED,531784,X ,2,INE469F01026,Construction & Engineering,2.18,Small Cap
VSFPROJ,VSF PROJECTS LTD.,519331,X ,10,INE923K01014,Construction & Engineering,5.16,Small Cap
NILA,NILA INFRASTRUCTURES LTD.,530377,B ,1,INE937C01029,Construction & Engineering,193.19,Small Cap
RICHAIND,RICHA INDUSTRIES LTD.,532766,Z ,10,INE516H01012,Construction & Engineering,2.34,Small Cap
MUKANDENGG,MUKAND ENGINEERS LTD.,532097,T ,10,INE022B01014,Construction & Engineering,16.25,Small Cap
ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS L,533163,B ,10,INE267I01010,Construction & Engineering,59.11,Small Cap
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD,535693,Z ,10,INE320I01017,Construction & Engineering,60.49,Small Cap
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,532986,X ,10,INE368I01016,Construction & Engineering,24.78,Small Cap
RVNL,RAIL VIKAS NIGAM LIMITED,542649,A ,10,INE415G01027,Construction & Engineering,"5,064.06",Small Cap
AML,ASHOKA METCAST LIMITED,540923,M ,10,INE760Y01011,Construction & Engineering,2.93,Small Cap
MBLINFRA,MBL INFRASTRUCTURES LTD,533152,T ,10,INE912H01013,Construction & Engineering,58.1,Small Cap
DHRUV,DHRUV CONSULTANCY SERVICES LIM,541302,M ,10,INE506Z01015,Construction & Engineering,41.72,Small Cap
PRAJIND,PRAJ INDUSTRIES LTD.,522205,B ,2,INE074A01025,Construction & Engineering,"2,024.36",Small Cap
ARENTERP,RAJDARSHAN INDUSTRIES LTD.,526662,B ,10,INE610C01014,Construction & Engineering,3.56,Small Cap
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,500265,A ,5,INE271B01025,Construction & Engineering,"2,719.85",Small Cap
RPPINFRA,RPP INFRA PROJECTS LTD.,533284,B ,10,INE324L01013,Construction & Engineering,199.28,Small Cap
KRRAIL,K&R RAIL ENGINEERING LIMITED,514360,XT,10,INE078T01026,Construction & Engineering,14.2,Small Cap
PRAKASHSTL,PRAKASH STEELAGE LTD.,533239,T ,1,INE696K01024,Construction & Engineering,4,Small Cap
POWERMECH,POWER MECH PROJECTS LIMITED,539302,B ,10,INE211R01019,Construction & Engineering,"1,080.59",Small Cap
DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,511634,P ,10,INE919M01018,Construction & Engineering,1.26,Small Cap
BITL,BRONZE INFRA-TECH LTD.,534731,B ,10,INE830N01015,Construction & Engineering,0.69,Small Cap
TANTIACONS,TANTIA CONSTRUCTIONS LTD.,532738,T ,10,INE388G01018,Construction & Engineering,3.18,Small Cap
RITES,RITES LIMITED,541556,A ,10,INE320J01015,Construction & Engineering,"6,450.23",Small Cap
GPTINFRA,GPT INFRAPROJECTS LTD.,533761,B ,10,INE390G01014,Construction & Engineering,119.94,Small Cap
SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIM,533605,T ,1,INE023M01027,Construction & Engineering,21.19,Small Cap
UNITY,UNITY INFRAPROJECTS LTD.,532746,Z ,2,INE466H01028,Construction & Engineering,5.16,Small Cap
SPMLINFRA,SPML INFRA LIMITED,500402,B ,2,INE937A01023,Construction & Engineering,45.46,Small Cap
COROENGG,COROMANDEL ENGINEERING COMPANY,533167,X ,10,INE312J01012,Construction & Engineering,62.25,Small Cap
KRIINFRA,KRIDHAN INFRA LIMITED,533482,T ,2,INE524L01026,Construction & Engineering,71.85,Small Cap
MANINDS,MAN INDUSTRIES (INDIA) LTD.,513269,B ,5,INE993A01026,Construction & Engineering,249.16,Small Cap
MADHAVIPL,MADHAV INFRA PROJECTS LIMITED,539894,X ,1,INE631R01026,Construction & Engineering,84.85,Small Cap
POPULARES,POPULAR ESTATE MANAGEMENT LTD.,531870,XT,10,INE370C01015,Construction & Engineering,17.22,Small Cap
GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,533048,B ,10,INE065J01016,Construction & Engineering,1.73,Small Cap
GARNET,GARNET CONSTRUCTION LTD.,526727,X ,10,INE797D01017,Construction & Engineering,10.26,Small Cap
SHASHIJIT,SHASHIJIT INFRAPROJECTS LIMITE,540147,B ,10,INE700V01013,Construction & Engineering,31.04,Small Cap
IRCON,IRCON INTERNATIONAL LTD,541956,A ,2,INE962Y01021,Construction & Engineering,"3,606.56",Small Cap
NBCC,NBCC (INDIA) LIMITED,534309,A ,1,INE095N01031,Construction & Engineering,"7,043.71",Small Cap
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,523838,B ,2,INE059B01024,Construction & Engineering,326.27,Small Cap
CONART,CONART ENGINEERS LTD.,522231,X ,10,INE714D01012,Construction & Engineering,7.41,Small Cap
IISL,ISHAAN INFRASTRUCTURE AND SHEL,540134,X ,10,INE818R01011,Construction & Engineering,9.06,Small Cap
YURANUS,YURANUS INFRASTRUCTURE LTD,536846,X ,10,INE156M01017,Construction & Engineering,3.86,Small Cap
TECHNOE,TECHNO ELECTRIC & ENGINEERING ,542141,B ,2,INE285K01026,Construction & Engineering,"2,902.57",Small Cap
MODULEX,MODULEX CONSTRUCTION TECHNOLOG,504273,X ,10,INE064R01012,Construction & Engineering,107.1,Small Cap
SALASAR,SALASAR TECHNO ENGINEERING LIM,540642,T ,10,INE170V01019,Construction & Engineering,160.19,Small Cap
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOP,511411,X ,10,INE472C01027,Construction & Engineering,287.66,Small Cap
PSPPROJECT,PSP PROJECTS LIMITED,540544,B ,10,INE488V01015,Construction & Engineering,"1,870.05",Small Cap
GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS,532959,B ,2,INE181G01025,Construction & Engineering,32.17,Small Cap
ITDCEM,ITD CEMENTATION INDIA LTD.,509496,A ,1,INE686A01026,Construction & Engineering,"1,110.37",Small Cap
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,532532,B ,2,INE455F01025,Construction & Engineering,568.09,Small Cap
JKIL,J.KUMAR INFRAPROJECTS LTD.,532940,B ,5,INE576I01022,Construction & Engineering,"1,063.22",Small Cap
ANANDPROJ,ANAND PROJECTS LTD,501630,XT,10,INE134R01013,Construction & Engineering,1.71,Small Cap
SHRIRAMEPC,SHRIRAM EPC LTD.,532945,B ,10,INE964H01014,Construction & Engineering,831.05,Small Cap
JAIHINDPRO,JAIHIND PROJECTS LTD.,531339,Z ,10,INE343D01010,Construction & Engineering,1.61,Small Cap
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA L,532904,Z ,10,INE550H01011,Construction & Engineering,37.78,Small Cap
NCC,NCC LIMITED,500294,A ,2,INE868B01028,Construction & Engineering,"3,737.80",Small Cap
SHREESHAY,SHREESHAY ENGINEERS LIMITED,541112,M ,10,INE452Z01012,Construction & Engineering,21.82,Small Cap
RAUNAQEPC,RAUNAQ EPC INTERNATIONAL LIMIT,537840,XT,10,INE523K01012,Construction & Engineering,10.49,Small Cap
RIIL,RELIANCE INDUSTRIAL INFRASTRUC,523445,B ,10,INE046A01015,Construction & Engineering,414.3,Small Cap
HCC,HINDUSTAN CONSTRUCTION CO.LTD.,500185,B ,1,INE549A01026,Construction & Engineering,"1,394.36",Small Cap
TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,533216,T ,10,INE509K01011,Construction & Engineering,21.1,Small Cap
PVVINFRA,PVV INFRA LIMITED,536659,X ,10,INE428B01013,Construction & Engineering,8.95,Small Cap
RANJEET,RANJEET MECHATRONICS LIMITED,541945,M ,10,INE01A501019,Construction & Engineering,17.41,Small Cap
LT,LARSEN & TOUBRO LTD.,500510,A ,2,INE018A01030,Construction & Engineering,"1,94,647.40",Large Cap
SIPL,SHELTER INFRA PROJECTS LTD.,526839,X ,10,INE413C01013,Construction & Engineering,4.6,Small Cap
PARAMONE,PARAMONE CONCEPTS LIMITED,531364,X ,10,INE005E01013,Construction & Engineering,19.56,Small Cap
GENCON,GENERIC ENGINEERING CONSTRUCTI,539407,X ,5,INE854S01022,Construction & Engineering,300.77,Small Cap
ANUBHAV,ANUBHAV INFRASTRUCTURE LIMITED,538833,T ,10,INE891N01017,Construction & Engineering,21.35,Small Cap
RATNAMANI,RATNAMANI METALS & TUBES LTD.,520111,A ,2,INE703B01027,Construction & Engineering,"4,456.72",Small Cap
SKIPPER,SKIPPER LTD,538562,B ,1,INE439E01022,Construction & Engineering,542.1,Small Cap
SKIL,SKIL INFRASTRUCTURE LIMITED,539861,T ,10,INE429F01012,Construction & Engineering,126.72,Small Cap
MAANALU,MAAN ALUMINIUM LTD.,532906,B ,10,INE215I01019,Construction & Engineering,45.34,Small Cap
MBECL,MCNALLY BHARAT ENGINEERING COM,532629,T ,10,INE748A01016,Construction & Engineering,41.78,Small Cap
GBLIL,GBL INDUSTRIES LIMITED,539009,XT,10,INE003Q01012,Construction & Engineering,1.37,Small Cap
VIVANTA,VIVANTA INDUSTRIES LIMITED,541735,X ,10,INE299W01014,Construction & Engineering,3.97,Small Cap
SADBHAV,SADBHAV ENGINEERING LTD.,532710,A ,1,INE226H01026,Construction & Engineering,"2,406.98",Small Cap
CAPACITE,CAPACIT'E INFRAPROJECTS LIMITE,540710,B ,10,INE264T01014,Construction & Engineering,"1,447.41",Small Cap
PUNJLLOYD,PUNJ LLOYD LTD.,532693,Z ,2,INE701B01021,Construction & Engineering,40.1,Small Cap
GAYAPROJ,GAYATRI PROJECTS LTD.,532767,T ,2,INE336H01023,Construction & Engineering,"2,090.46",Small Cap
GAYAHWS,GAYATRI HIGHWAYS LTD,541546,T ,2,INE287Z01012,Construction & Engineering,10.66,Small Cap
RAWEDGE,RAW EDGE INDUSTRIAL SOLUTIONS ,541634,M ,10,INE960Z01014,Construction Materials,57.1,Small Cap
TRIVENIGQ,TRIVENI GLASS LTD.,502281,XT,10,INE094C01011,Construction Materials,6.62,Small Cap
DIVSHKT,DIVYASHAKTI GRANITES LTD.,526315,X ,10,INE410G01010,Construction Materials,69.33,Small Cap
GLITTEKG,GLITTEK GRANITES LTD.,513528,XT,5,INE741B01027,Construction Materials,3.26,Small Cap
JAINMARMO,JAIN MARMO INDUSTRIES LTD.,539119,XT,10,INE780Q01015,Construction Materials,4.12,Small Cap
SOLIDSTON,SOLID STONE COMPANY LTD.,513699,X ,10,INE584G01012,Construction Materials,12.75,Small Cap
AROGRANITE,ARO GRANITE INDUSTRIES LTD.,513729,B ,10,INE210C01013,Construction Materials,60.05,Small Cap
MILESTONE,MILESTONE GLOBAL LTD.,531338,X ,10,INE151H01018,Construction Materials,6.19,Small Cap
RALEGRA,RAVILEELA GRANITES LTD.,526095,X ,10,INE427E01027,Construction Materials,10.73,Small Cap
LERTHAI,LERTHAI FINANCE LIMITED,502250,XT,10,INE347D01011,Construction Materials,20.03,Small Cap
SEZAL,SEZAL GLASS LIMITED,532993,Z ,10,INE955I01036,Construction Materials,17.71,Small Cap
SHIVAEXPO,SHIVA GRANITO EXPORT LIMITED,540072,M ,10,INE191V01015,Construction Materials,5.04,Small Cap
POKARNA,POKARNA LTD.,532486,T ,2,INE637C01025,Construction Materials,398.82,Small Cap
RAMCOIND,RAMCO INDUSTRIES LTD.,532369,B ,1,INE614A01028,Construction Materials,"1,572.55",Small Cap
CEETAIN,CEETA INDUSTRIES LTD.,514171,XT,1,INE760J01012,Construction Materials,6.41,Small Cap
MIDWEST,MIDWEST GOLD LTD.,526570,XT,10,INE519N01014,Construction Materials,3.44,Small Cap
NEELKAN,NEELKANTH ROCKMINERALS LTD.,531049,Z ,10,INE741D01015,Construction Materials,3.84,Small Cap
PACIFICI,PACIFIC INDUSTRIES LTD.,523483,X ,10,INE883C01025,Construction Materials,30.39,Small Cap
MADHAV,MADHAV MARBLES & GRANITES LTD.,515093,B ,10,INE925C01016,Construction Materials,23.71,Small Cap
NIDHGRN,NIDHI GRANITES LTD.,512103,X ,10,INE276H01013,Construction Materials,1.59,Small Cap
SASHWAT,SASHWAT TECHNOCRATS LIMITED,506313,P ,10,INE789D01014,Construction Materials,1.16,Small Cap
MAYURFL,MAYUR FLOORINGS LTD.,531221,XT,10,INE262W01012,Construction Materials,2.5,Small Cap
HIMGRANI,HIMALAYA GRANITES LTD.,513723,X ,5,INE464C01024,Construction Materials,13.99,Small Cap
NILACHAL,NILACHAL REFRACTORIES LTD.,502294,X ,10,INE416N01013,Construction Materials,98.97,Small Cap
INANI,INANI MARBLES & INDUSTRIES LTD,531129,XT,2,INE635D01027,Construction Materials,27.09,Small Cap
PGINDST,PG INDUSTRY LTD.,531281,X ,5,INE807H01023,Construction Materials,8.7,Small Cap
ORIENTALTL,ORIENTAL TRIMEX LTD.,532817,T ,10,INE998H01012,Construction Materials,36.12,Small Cap
ARTEFACT,ARTEFACT PROJECTS LTD.,531297,X ,10,INE885B01014,Consulting Services,20.93,Small Cap
ICSL,INTEGRATED CAPITAL SERVICES LT,539149,X ,1,INE682B01023,Consulting Services,3.57,Small Cap
ABHIFIN,ABHISHEK FINLEASE LIMITED,538935,XT,10,INE723C01015,Consulting Services,3.28,Small Cap
LEX,LEX NIMBLE SOLUTIONS LIMITED,541196,M ,10,INE860Y01019,Consulting Services,17.51,Small Cap
OTCO,OTCO INTERNATIONAL LTD.,523151,X ,2,INE910B01028,Consulting Services,21.46,Small Cap
DRA,DRA CONSULTANTS LIMITED,540144,M ,10,INE746V01016,Consulting Services,11.17,Small Cap
ENGINERSIN,ENGINEERS INDIA LTD.,532178,A ,5,INE510A01028,Consulting Services,"6,747.45",Small Cap
IMEC,IMEC SERVICES LIMITED,513295,X ,10,INE611C01012,Consulting Services,9.31,Small Cap
FSSPL,FOCUS SUITES SOLUTIONS & SERVI,540945,MT,10,INE180Z01019,Consulting Services,3.92,Small Cap
PROVESTSER,PROVESTMENT SERVICES LIMITED,540703,X ,10,INE438C01010,Consulting Services,3.9,Small Cap
NIDL,NARENDRA INVESTMENTS (DELHI) L,540204,XT,10,INE666Q01016,Consulting Services,10.75,Small Cap
IDM,INTERNATIONAL DATA MANAGEMENT,517044,XT,10,INE649R01010,Consulting Services,2.06,Small Cap
LIKHAMI,LIKHAMI CONSULTING LIMITED,539927,XT,10,INE920T01011,Consulting Services,42.57,Small Cap
JONJUA,JONJUA OVERSEAS LIMITED,542446,M ,10,INE793Z01027,Consulting Services,12.16,Small Cap
ZODIACVEN,ZODIAC VENTURES LIMITED,503641,XT,1,INE945J01027,Consulting Services,125.62,Small Cap
BRANDREAL,BRAND REALTY SERVICES LTD.,531203,X ,10,INE819G01012,Consulting Services,16.69,Small Cap
WALCHPF,WALCHAND PEOPLEFIRST LTD.,501370,XT,10,INE695D01021,Consulting Services,17.95,Small Cap
RIDINGS,RIDINGS CONSULTING ENGINEERS I,541151,M ,10,INE314Z01014,Consulting Services,26.33,Small Cap
GENSOL,GENSOL ENGINEERING LIMITED,542851,M ,10,INE06H201014,Consulting Services,68.27,Small Cap
TARINI,TARINI INTERNATIONAL LTD,538496,M ,10,INE849M01017,Consulting Services,13.06,Small Cap
OIVL,ONESOURCE IDEAS VENTURE LIMITE,530805,X ,10,INE125F01024,Consulting Services,5.76,Small Cap
CRPRISK,CRP RISK MANAGEMENT LIMITED,540903,MT,10,INE422M01013,Consulting Services,44.57,Small Cap
VOLTAS,VOLTAS LTD.,500575,A ,1,INE226A01021,Consumer Electronics,"21,515.93",Mid Cap
SYMPHONY,SYMPHONY LIMITED,517385,A ,2,INE225D01027,Consumer Electronics,"8,547.27",Mid Cap
BLUESTARCO,BLUE STAR LTD.,500067,A ,2,INE472A01039,Consumer Electronics,"7,412.75",Small Cap
VIDEOIND,VIDEOCON INDUSTRIES LTD.,511389,Z ,10,INE703A01011,Consumer Electronics,60.13,Small Cap
DIXON,DIXON TECHNOLOGIES (INDIA) LIM,540699,A ,10,INE935N01012,Consumer Electronics,"3,182.54",Small Cap
PGEL,PG ELECTROPLAST LTD.,533581,B ,10,INE457L01011,Consumer Electronics,83.17,Small Cap
MIRCELECTR,MIRC ELECTRONICS LTD.,500279,T ,1,INE831A01028,Consumer Electronics,234.19,Small Cap
ORIENTELEC,ORIENT ELECTRIC LIMITED,541301,A ,1,INE142Z01019,Consumer Electronics,"3,633.44",Small Cap
CALCOM,CALCOM VISION LTD.,517236,X ,10,INE216C01010,Consumer Electronics,21.87,Small Cap
AMBER,AMBER ENTERPRISES INDIA LIMITE,540902,A ,10,INE371P01015,Consumer Electronics,"2,860.29",Small Cap
VXLINSTR,VXL INSTRUMENTS LTD.,517399,X ,10,INE756A01019,Consumer Electronics,3.13,Small Cap
JCHAC,JOHNSON CONTROLS-HITACHI AIR C,523398,A ,10,INE782A01015,Consumer Electronics,"4,909.16",Small Cap
SHARP,SHARP INDIA LTD.,523449,X ,10,INE207B01011,Consumer Electronics,44.24,Small Cap
WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,500238,A ,10,INE716A01013,Consumer Electronics,"24,117.45",Mid Cap
BPL,BPL LTD.,500074,B ,10,INE110A01019,Consumer Electronics,92.92,Small Cap
QUANTDIA,QUANTUM DIGITAL VISION (INDIA),530281,XT,10,INE373C01019,Containers & Packaging,0.39,Small Cap
PANKAJPO,PANKAJ POLYMERS LTD.,531280,X ,10,INE698B01011,Containers & Packaging,4.13,Small Cap
PEARLPOLY,PEARL POLYMERS LTD.,523260,B ,10,INE844A01013,Containers & Packaging,19.06,Small Cap
EMMBI,EMMBI INDUSTRIES LTD,533161,B ,10,INE753K01015,Containers & Packaging,213.37,Small Cap
HITECHCORP,HITECH CORPORATION LIMITED,526217,B ,10,INE120D01012,Containers & Packaging,139.24,Small Cap
PITHP,PITHAMPUR POLY PRODUCTS LTD.,530683,P ,10,INE747D01012,Containers & Packaging,6.08,Small Cap
STANPACK,STANPACKS (INDIA) LTD.,530931,X ,10,INE457D01018,Containers & Packaging,2.87,Small Cap
POLYSPIN,POLYSPIN EXPORTS LTD.,539354,X ,10,INE914G01011,Containers & Packaging,32.94,Small Cap
SHETR,SHETRON LTD.,526137,X ,10,INE278C01010,Containers & Packaging,19.73,Small Cap
HINDNATGLS,HINDUSTHAN NATIONAL GLASS & IN,515145,T ,2,INE952A01022,Containers & Packaging,255.83,Small Cap
SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,512453,X ,1,INE564J01026,Containers & Packaging,174.55,Small Cap
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL,534639,X ,10,INE581M01016,Containers & Packaging,2.72,Small Cap
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,533080,B ,5,INE893J01029,Containers & Packaging,784.95,Small Cap
SWADEIN,SWADESHI INDUSTRIES LEASING CO,506863,X ,10,INE716M01034,Containers & Packaging,0.49,Small Cap
PROMACT,PROMACT IMPEX LIMITED,526494,X ,10,INE818D01011,Containers & Packaging,3.13,Small Cap
COMSYN,COMMERCIAL SYN BAGS LIMITED,539986,B ,10,INE073V01015,Containers & Packaging,55.56,Small Cap
POLYCON,POLYCON INTERNATIONAL LTD.,531397,X ,10,INE262C01014,Containers & Packaging,5.35,Small Cap
SHREERAMA,SHREE RAMA MULTI-TECH LTD.,532310,B ,5,INE879A01019,Containers & Packaging,25.97,Small Cap
MAHIP,MAHIP INDUSTRIES LIMITED,542503,M ,10,INE00CX01017,Containers & Packaging,23.78,Small Cap
PAPERPROD,HUHTAMAKI PPL LIMITED,509820,B ,2,INE275B01026,Containers & Packaging,"1,811.25",Small Cap
BALKRISHNA,BALKRISHNA PAPER MILLS LTD.,539251,B ,10,INE875R01011,Containers & Packaging,23.11,Small Cap
OCEAGRO,OCEAN AGRO (INDIA) LTD.,519491,X ,10,INE049J01010,Containers & Packaging,15.24,Small Cap
KGPETRO,KG PETROCHEM LTD.,531609,XT,10,INE902G01016,Containers & Packaging,44.22,Small Cap
JAUSPOL,JAUSS POLYMERS LTD.,526001,X ,10,INE593O01017,Containers & Packaging,3.26,Small Cap
UFLEX,UFLEX LTD.,500148,A ,10,INE516A01017,Containers & Packaging,"1,516.30",Small Cap
HINDTIN,HINDUSTAN TIN WORKS LTD.,530315,X ,10,INE428D01019,Containers & Packaging,52.22,Small Cap
ZPPOLYSA,PLANTER POLYSACKS LTD.,523105,XT,10,INE293E01023,Containers & Packaging,0.45,Small Cap
YASHRAJC,YASHRAJ CONTAINEURS LTD.,530063,X ,10,INE095C01018,Containers & Packaging,9.75,Small Cap
KEMP,KEMP & COMPANY LTD.,506530,X ,10,INE060E01018,Containers & Packaging,65.22,Small Cap
WAAREE,WAAREE TECHNOLOGIES LIMITED,539337,M ,10,INE725P01012,Containers & Packaging,4.21,Small Cap
ANUROOP,ANUROOP PACKAGING LIMITED,542865,M ,10,INE490Z01012,Containers & Packaging,9.88,Small Cap
CONTROLPR,CONTROL PRINT LTD.,522295,B ,10,INE663B01015,Containers & Packaging,390.51,Small Cap
MITSU,MITSU CHEM PLAST LIMITED,540078,B ,10,INE317V01016,Containers & Packaging,71.15,Small Cap
UNQTYMI,UNION QUALITY PLASTICS LTD.,526799,XT,10,INE338N01019,Containers & Packaging,18.7,Small Cap
ESSELPRO,ESSEL PROPACK LTD.,500135,A ,2,INE255A01020,Containers & Packaging,"3,990.51",Small Cap
SALGUTI,SALGUTI INDUSTRIES LTD.,526554,XT,10,INE159C01012,Containers & Packaging,11.56,Small Cap
DECPO,DECCAN POLYPACKS LTD.,531989,Z ,10,INE132E01015,Containers & Packaging,0.56,Small Cap
HSIL,HSIL LTD.,500187,B ,2,INE415A01038,Containers & Packaging,632.3,Small Cap
MPL,MPL PLASTICS LTD.,526143,XT,10,INE343A01016,Containers & Packaging,4.96,Small Cap
GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,523836,T ,10,INE610B01024,Containers & Packaging,5.06,Small Cap
JUMBO,JUMBO BAG LTD.,516078,Z ,10,INE699D01015,Containers & Packaging,9.03,Small Cap
RMCL,RADHA MADHAV CORPORATION LTD.,532692,T ,10,INE172H01014,Containers & Packaging,38.42,Small Cap
GOPALA,GOPALA POLYPLAST LTD.,526717,Z ,10,INE136C01036,Containers & Packaging,10.03,Small Cap
KANPRPLA,KANPUR PLASTIPACK LTD.,507779,X ,10,INE694E01014,Containers & Packaging,96.92,Small Cap
VALLABH,VALLABH POLY-PLAST INTERNATION,530403,XT,10,INE862K01014,Containers & Packaging,4.38,Small Cap
RISHITECH,RISHI TECHTEX LTD.,523021,X ,10,INE989D01010,Containers & Packaging,21.81,Small Cap
BEARDSELL,BEARDSELL LIMITED,539447,T ,2,INE520H01022,Containers & Packaging,32.79,Small Cap
ORIENTLTD,ORIENT PRESS LTD.,526325,T ,10,INE609C01024,Containers & Packaging,113,Small Cap
MANAKSIA,MANAKSIA LTD.,532932,B ,2,INE015D01022,Containers & Packaging,222.14,Small Cap
BKMINDST,BKM INDUSTRIES LIMITED,539043,T ,1,INE831Q01016,Containers & Packaging,8.98,Small Cap
GKP,G. K. P. PRINTING & PACKAGING ,542666,M ,10,INE05QJ01015,Containers & Packaging,25.87,Small Cap
TINPLATE,TINPLATE COMPANY OF INDIA LTD.,504966,B ,10,INE422C01014,Containers & Packaging,"1,286.34",Small Cap
INNOVTEC,INNOVATIVE TECH PACK LTD.,523840,X ,1,INE965C01038,Containers & Packaging,30.53,Small Cap
KAIRA,KAIRA CAN CO.LTD.,504840,X ,10,INE375D01012,Containers & Packaging,69.35,Small Cap
ASYL,ADVANCE SYNTEX LIMITED,539982,T ,10,INE184U01012,Containers & Packaging,19.94,Small Cap
HALDYNGL,HALDYN GLASS LTD,515147,X ,1,INE506D01020,Containers & Packaging,156.45,Small Cap
ROLLT,ROLLATAINERS LTD.,502448,T ,1,INE927A01040,Containers & Packaging,53.21,Small Cap
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,530111,X ,10,INE639C01013,Containers & Packaging,11.04,Small Cap
RCCL,RAJASTHAN CYLINDERS & CONTAINE,538707,X ,10,INE929D01016,Containers & Packaging,5.29,Small Cap
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,526965,XT,10,INE372D01019,Containers & Packaging,13.64,Small Cap
BRIGHTBR,BRIGHT BROTHERS LTD.,526731,X ,10,INE630D01010,Containers & Packaging,37.43,Small Cap
MAHAVIRIND,MAHAVIR INDUSTRIES LIMITED,531648,X ,5,INE987M01023,Copper,1.27,Small Cap
BAROEXT,BARODA EXTRUSION LTD.,513502,X ,1,INE927K01023,Copper,4.48,Small Cap
CUBEXTUB,CUBEX TUBINGS LTD.,526027,B ,10,INE144D01012,Copper,19.67,Small Cap
HINDCOPPER,HINDUSTAN COPPER LTD.,513599,A ,5,INE531E01026,Copper,"3,365.16",Small Cap
BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,512296,B ,2,INE458B01036,Copper,63.52,Small Cap
MSCTC,MARDIA SAMYOUNG CAPILLARY TUBE,513544,Z ,10,INE277E01026,Copper,1.38,Small Cap
ABCGAS,ABC GAS (INTERNATIONAL) LTD.,513119,XT,10,INE173M01012,Copper,1.85,Small Cap
